ITEM_20150317_000001	
ITEM_20211103_027254	사용 시 스팟 지역으로 이동할 수 있습니다.{nl}스팟 지역에 신성한 깃발이 설치된 위치로 이동합니다.{nl}스팟 지역에서는 사용할 수 없습니다.{nl}해당 아이템은 비점령 길드 인원만 사용할 수 있습니다.{nl}{#ff0000}※현재 길드 콜로니전 개편에 의해 일시적으로 사용할 수 없습니다.{/}	ITEM_20190415_021433	사용 시 스팟 지역으로 이동할 수 있습니다.{nl}스팟 지역에 신성한 깃발이 설치된 위치로 이동합니다.{nl}스팟 지역에서는 사용할 수 없습니다.{nl}해당 아이템은 비점령 길드 인원만 사용할 수 있습니다.	
ITEM_20211103_027255	제스처 : 살랑살랑	
ITEM_20211103_027256	살랑살랑 제스처를 등록할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}컴패니언 탑승 시 해당 제스처를 사용할 수 없습니다.{/}	
ITEM_20211119_027257	칼레이마스 감옥의 계시 수호자 자나스를 닮은 인형입니다.{nl}주인의 힘에 영향을 받아, 착용자의 일부 행동을 따라합니다.{nl}인형은 기본 공격과 보조 공격, 유료 포즈를 따라하며, 휴식모드 및 개인 상점 개설 시 특수한 동작을 합니다.	
ITEM_20211119_027258	사용 시 아래의 구성물을 획득할 수 있습니다.{nl} - 레이드 포탈 스톤 10개{nl} - 실버 지급 상자 : 215,000 1개{nl} {nl}{#ff0000}해당 아이템의 거래 속성 변경 전에 토큰 미사용으로 인한 거래불가가 적용되었다면, 구성물이 아래로 변경됩니다.{nl} - 레이드 포탈 스톤(거래불가) 10개{nl} - 여신의 증표(가비야) : 215 1개	ITEM_20211103_027248	사용 시 아래의 구성물을 획득할 수 있습니다.{nl} - 레이드 포탈 스톤 10개{nl} - 실버 지급 상자 : 215,000 1개	
ITEM_20211220_027259	애슬레저 바벨	
ITEM_20211220_027260	사용 시 거대한 바벨을 들어올립니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다	
ITEM_20211220_027261	애슬레저 요가매트	
ITEM_20211220_027262	사용 시 높은 유연성을 요구하는 동작을 취합니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다	
ITEM_20211227_027263	[이벤트] 푸른 보안의 리본 암밴드	
ITEM_20211227_027264	영원한 푸른색 보안을 상징하는 암밴드 입니다.	
ITEM_20211227_027265	스칼렛 렌즈 - 30일	
ITEM_20211227_027266	에메랄드 렌즈 - 30일	
ITEM_20211227_027267	캣 아이 블루 렌즈 - 30일	
ITEM_20211227_027268	캣 아이 브라운 렌즈 - 30일	
ITEM_20211227_027269	{nl} {nl}하시사스 - 증폭{nl} - 하시사스 치명타 대미지 5% 추가 증가 	ITEM_20210315_026853	{nl} {nl}하시사스 - 증폭{nl} - 하시사스 치명타 대미지 10% 추가 증가 	
ITEM_20211227_027270	{nl} {nl}메테오 - 아마게돈{nl} - 메테오가 10연타로 적용됩니다.	ITEM_20210805_026955	{nl} {nl}메테오 - 아마게돈{nl} - 메테오가 10연타로 적용됩니다.{nl} 메테오: 플레임 그라운드 특성과 중복되지 않습니다.	
ITEM_20211227_027271	{nl} {nl}올레 - 디스프루타르{nl} - 올레 위협도 2배 증가	ITEM_20191223_023063	{nl} {nl}올레 - 디스프루타르{nl} - 올레 지속시간 {img green_up_arrow 16 16}10초	
ITEM_20211227_027272	바이보라 비전 - 에어버스트	
ITEM_20211227_027273	화랑 코스튬	
ITEM_20211227_027274	무와 미를 겸비한 화랑들의 예복입니다.	
ITEM_20211227_027275	화랑 백일홍 코스튬	
ITEM_20211227_027276	무럭무럭 자라나 잘 크기를 바라는 마음을 담은 새싹입니다.{nl}착용하면 외형이 변경 됩니다.	ITEM_20190411_021400	무럭무럭 자라나 잘 크기를 바라는 마음을 담은 새싹입니다{nl}착용하면 외형이 변경 됩니다.	
ITEM_20211227_027277	디에나 날개	
ITEM_20211227_027278	작은 산타 길티네 인형	
ITEM_20211227_027279	겨울을 맞아 산타 복장으로 나타난 작은 산타 길티네 인형입니다.{nl}주인의 힘에 영향을 받아, 착용자의 일부 행동을 따라합니다.{nl}인형은 기본 공격과 보조 공격, 유료 포즈를 따라하며, 휴식모드 및 개인 상점 개설 시 특수한 동작을 합니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20211227_027280	음에너지를 발산하는 결정체입니다. 제독 과정을 거치고 나면 강력한 장비를 제작할 수 있습니다.{nl}{#ff0000}우클릭으로 장비 보관함에서만 사용 가능한 거래불가 형태로 변환 가능합니다.{/}	ITEM_20210914_027206	음에너지를 발산하는 결정체입니다. 제독 과정을 거치고 나면 강력한 장비를 제작할 수 있습니다.{nl}{#ff0000}우클릭으로 장비 보관함에서만 사용 가능한 거래불가 형태로 변환 가능합니다.{/} {nl}사용처: 카랄리엔 장신구 제작{nl}사용처: 불완전한 카랄리엔 장신구 제작	
ITEM_20211227_027281	사용처: 카랄리엔 장신구 제작{nl}사용처: 불완전한 카랄리엔 장신구 제작	
ITEM_20211227_027282	바이올렛틴 크리스탈 연성 중 재료 부족으로 만들어진 파편 입니다. 제독 과정을 거치고 나면 강력한 장비를 제작할 수 있습니다.	ITEM_20201113_026596	바이올렛틴 크리스탈 연성 중 재료 부족으로 만들어진 파편 입니다. 제독 과정을 거치고 나면 강력한 장비를 제작할 수 있습니다. {nl} {nl}사용처: 카랄리엔 장신구 제작{nl}사용처: 불완전한 카랄리엔 장신구 제작	
ITEM_20211227_027283	복잡한 연금술 공정을 거쳐 낮은 수율로 만들어진다고 합니다. 여러 아키스톤을 하나로 만들어주는 중화제로 쓰입니다.	ITEM_20210805_027105	복잡한 연금술 공정을 거쳐 낮은 수율로 만들어진다고 합니다. 여러 아키스톤을 하나로 만들어주는 중화제로 쓰입니다.{nl} {nl}사용처: 장비 보관함의 아크 등록	
ITEM_20211227_027284	사용처: 장비 보관함의 아크 등록	
ITEM_20211227_027285	합격을 기원하는 마음으로 만들어진 합격의 엿입니다. 예로부터 찰싹 붙으라는 뜻이 담겨 있습니다. 30분간 획득하는 경험치가 30% 증가하는 효과가 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl}{#ff0000}12월 9일 점검 시 삭제됩니다.{/}	ITEM_20210125_026789	합격을 기원하는 마음으로 만들어진 합격의 엿입니다. 예로부터 찰싹 붙으라는 뜻이 담겨 있습니다. 30분간 획득하는 경험치가 30% 증가하는 효과가 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl}{#ff0000}12월 17일 오전 6시에 삭제됩니다.{/}	
ITEM_20211227_027286	수능으로 지친 몸과 마음을 달래주는 비타민입니다. 사용 시 30분간 10초마다 HP 600, SP 200 회복의 효과를 얻습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl}{#ff0000}12월 9일 점검 시 삭제됩니다.{/}	ITEM_20210125_026790	수능으로 지친 몸과 마음을 달래주는 비타민입니다. 사용 시 30분간 10초마다 HP 600, SP 200 회복의 효과를 얻습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl}{#ff0000}12월 17일 오전 6시에 삭제됩니다.{/}	
ITEM_20211227_027287	달달한 맛으로, 뇌의 회전을 도와주는 초콜릿입니다. 사용 시, 30분간 이동속도 +2 의 효과가 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl}{#ff0000}12월 9일 점검 시 삭제됩니다.{/}	ITEM_20210125_026791	달달한 맛으로, 뇌의 회전을 도와주는 초콜릿입니다. 사용 시, 30분간 이동속도 +2 의 효과가 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl}{#ff0000}12월 17일 오전 6시에 삭제됩니다.{/}	
ITEM_20211227_027288	사용 시 다음 아이템을 모두 흭득할 수 있습니다.{nl} - 클래스 경험치 카드 (1st){nl} - 클래스 경험치 카드 (2nd){nl} - 클래스 경험치 카드 (3rd){nl} - 클래스 경험치 카드 (4th){nl}{#ff0000}※ 구성품은 팀 창고 보관을 포함한 모든 거래가 불가합니다.{/}	ITEM_20191120_022961	사용 시 다음 아이템을 모두 흭득할 수 있습니다.{nl} - 클래스 경험치 카드 (1st){nl} - 클래스 경험치 카드 (2nd){nl} - 클래스 경험치 카드 (3rd){nl} - 클래스 경험치 카드 (4th)	
ITEM_20211227_027289	사용 시 버프를 얻습니다. 30분간 지속됩니다.{nl}사용 시 마다 버프가 중첩되어 아래의 효과를 얻습니다.{nl} - 경험치 흭득 + (중첩 x 10)%{nl} - 루팅 찬스 + (중첩 x 100){nl} - 최대 체력 + (중첩 x 500){nl} - 10초 마다 HP, SP (중첩 x 100) 회복{nl}(최대 5 중첩){nl} - 11월 25일 점검 시 일괄 삭제됩니다.	ITEM_20210125_026792	사용 시 버프를 얻습니다. 30분간 지속됩니다.{nl}사용 시 마다 버프가 중첩되어 아래의 효과를 얻습니다.{nl} - 경험치 흭득 + (중첩 x 10)%{nl} - 루팅 찬스 + (중첩 x 100){nl} - 최대 체력 + (중첩 x 500){nl} - 10초 마다 HP, SP (중첩 x 100) 회복{nl}(최대 5 중첩){nl} - 11월 26일 점검 시 일괄 삭제됩니다.	
ITEM_20211227_027290	칭호 - Deadly Illusion	
ITEM_20211227_027291	성물 실버 할인 쿠폰 : 10만 실버	
ITEM_20211227_027292	성물 실버 할인 쿠폰	
ITEM_20211227_027293	소드맨 계열 아츠 초기화 포션 선택 상자(1일)	
ITEM_20211227_027294	사용 시, 원하는 소드맨 계열의 아츠 초기화 포션(1일)을 획득하실 수 있습니다.	
ITEM_20211227_027295	스카우트 계열 아츠 초기화 포션 선택 상자(1일)	
ITEM_20211227_027296	사용시 , 원하는 스카우트 계열의 아츠 초기화 포션(1일)을 획득하실 수 있습니다.	
ITEM_20211227_027297	클레릭 계열 아츠 초기화 포션 선택 상자(1일)	
ITEM_20211227_027298	사용 시, 원하는 클레릭 계열의 아츠 초기화 포션(1일)을 획득하실 수 있습니다.	
ITEM_20211227_027299	아처 계열 아츠 초기화 포션 선택 상자(1일)	
ITEM_20211227_027300	사용 시, 원하는 아처 계열의 아츠 초기화 포션(1일)을 획득하실 수 있습니다.	
ITEM_20211227_027301	위저드 계열 아츠 초기화 포션 선택 상자(1일)	
ITEM_20211227_027302	사용 시, 원하는 위저드 계열의 아츠 초기화 포션(1일)을 획득하실 수 있습니다.	
ITEM_20211227_027303	벨게혼톤은 사파이어를 연금술을 이용해 마법을 부여한 마법재료입니다. 윈터스푼 가문의 제조법대로 하지 않으면 별모양의 아름다운 외양이 나오지 않습니다.{nl}{#FF0000}※ 사용 시 [특성 포인트 100] 아이템을 획득합니다.{/}	ITEM_20170309_013755	벨게혼톤은 사파이어를 연금술을 이용해 마법을 부여한 마법재료입니다. 윈터스푼 가문의 제조법대로 하지 않으면 별모양의 아름다운 외양이 나오지 않습니다.	
ITEM_20211227_027304	건국이후 전반기까지만 하더라도 사디피 결정은 클라페다 수정광산의 일부 광구에서만 채굴되는 광물이었습니다. 현재는 채광외에 제조도 이루어지고 있다고 합니다.{nl}{#FF0000}※ 사용 시 [특성 포인트 100] 아이템을 획득합니다.{/}	
ITEM_20211227_027305	아사가텔을 비롯한 전세계의 모든 화석 광물은 제미나 여신의 무의식적인 추억을 담고 있다고 합니다. 즉 여신께서 회상하지 않으시면 화석도 생겨나지 않습니다.{nl}{#FF0000}※ 사용 시 [특성 포인트 100] 아이템을 획득합니다.{/}	ITEM_20170309_013761	아사가텔을 비롯한 전세계의 모든 화석 광물은 제미나 여신의 무의식적인 추억을 담고 있다고 합니다. 즉 여신께서 회상하지 않으시면 화석도 생겨나지 않습니다.	
ITEM_20211227_027306	에테나늄은 인류가 아직 지하에서 여신의 보호아래 있던 시절에 만들어졌다는 전설이 있습니다. 즉 선사시대 인류가 만들었던 것이 지금 출토되는 것이라고 합니다.{nl}{#FF0000}※ 사용 시 [특성 포인트 100] 아이템을 획득합니다.{/}	
ITEM_20211227_027307	여러 종류의 보석이 신수의 날에 영향을 받아 새로운 형태로 변형되었습니다. 그 가운데 오넨 정수는 특별히 아름다운 형태를 갖추게 된 좋은 경우입니다.{nl}{#FF0000}※ 사용 시 [특성 포인트 100] 아이템을 획득합니다.{/}	
ITEM_20211227_027308	신수의 날은 여러 광물에도 다양한 영향을 미쳤습니다. 팔라팜 조각은 형태는 깨지게 되었지만, 특별한 마력을 품게 된 경우입니다.{nl}{#FF0000}※ 사용 시 [특성 포인트 100] 아이템을 획득합니다.{/}	
ITEM_20211227_027309	신수의 날로 성질이 변화된 목재를 이용할 방법이 없는지는 지난 4년간 많은 사람들의 관심사였습니다. 플라핀포는 그러한 관심과 노력의 성공사례입니다.{nl}{#FF0000}※ 사용 시 [특성 포인트 100] 아이템을 획득합니다.{/}	
ITEM_20211227_027310	제스처 : 히어로 등장	
ITEM_20211227_027311	히어로 등장 제스처를 등록할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}컴패니언 탑승 시 해당 제스처를 사용할 수 없습니다.{/}	
ITEM_20220112_027312	블루 렌즈	
ITEM_20220112_027313	펜리르 렌즈	
ITEM_20220112_027314	꽃사슴 헬멧	
ITEM_20220112_027315	꽃사슴 코스튬	
ITEM_20220112_027316	아스가르드 흐르드스칼프 옥좌	
ITEM_20220112_027317	사용 시 지혜의 신 오딘의 흐르드스칼프 옥좌를 소환합니다.	
ITEM_20220210_027318	[트리스마스] 판다 헬멧 코스튬	
ITEM_20220210_027319	[트리스마스] 판다 코스튬	
ITEM_20220210_027320	하카펠리테르 코스튬	
ITEM_20220210_027321	[이벤트] 햄스터	
ITEM_20220210_027322	[이벤트] 비구름	
ITEM_20220210_027323	우울한 기분을 나타내는 비구름입니다.	
ITEM_20220210_027324	[이벤트] 와이파이	
ITEM_20220210_027325	여기는 신호가 좋습니다.	
ITEM_20220210_027326	[이벤트] 흘러내린 안경	
ITEM_20220210_027327	살짝 흘러내려, 걸쳐진 안경입니다. 살짝 특이한 매력이 있습니다.	
ITEM_20220210_027328	[이벤트] 그레이 크라운	
ITEM_20220210_027329	작은 왕관입니다.	
ITEM_20220210_027330	[이벤트] 부담스러운 리본	
ITEM_20220210_027331	조금 부담스러운 크기의 리본 머리 장식입니다.	
ITEM_20220210_027332	[이벤트] 해바라기 씨앗	
ITEM_20220210_027333	[이벤트] 종이 딱지	
ITEM_20220210_027334	주로 사랑고백등이 적혀있는 종이 딱지입니다. 어쩌다 머리에 붙게 된 것인지는 의문입니다.	
ITEM_20220210_027335	[이벤트] 땡땡이 리본	
ITEM_20220210_027336	땡땡이 무늬의 리본 머리 장식입니다	
ITEM_20220210_027337	[이벤트] 주황색 토끼 귀	
ITEM_20220210_027338	[이벤트] 라떼 캣	
ITEM_20220210_027339	[이벤트] 삼색 경단 머리핀	
ITEM_20220210_027340	앗! 뭔가 발견한 것 같습니다. {nl} - 탐지 범위가 50% 더 넓어집니다.	ITEM_20170626_014973	앗! 뭔가 발견한 것 같습니다.	
ITEM_20220210_027341	보급형 탐지기	
ITEM_20220210_027342	[이벤트] 초대에 응한 자 코스튬(남)	
ITEM_20220210_027343	[이벤트] 초대에 응한 자 코스튬(여)	
ITEM_20220210_027344	[이벤트] 축제용 심플 코스튬(남)	
ITEM_20220210_027345	[이벤트] 축제용 심플 코스튬(여)	
ITEM_20220210_027346	[이벤트] I♥TOS 코스튬(남)	
ITEM_20220210_027347	I♥TOS 코스튬입니다. 착용하면 외형이 변경됩니다.	
ITEM_20220210_027348	[이벤트] I♥TOS 코스튬(여)	
ITEM_20220210_027349	[이벤트] 작은 길티네 인형	
ITEM_20220210_027350	길티네의 어린 시절을 함께했던 인형입니다.{nl}길티네가 이 인형을 잃어버려 마신이 되었다는 말도 안 되는 소문이 있습니다.{nl}주인의 힘에 영향을 받아, 착용자의 일부 행동을 따라합니다.{nl}인형은 기본 공격과 보조 공격, 유료 포즈를 따라하며, 휴식모드 및 개인 상점 개설 시 특수한 동작을 합니다.	
ITEM_20220210_027351	LV19 경험치 카드	
