SKILL_20180327_000001	Attack	공격	
SKILL_20200902_014517	* [Joust] skill changed to casting skill{nl} * Casting is possible for up to 2 seconds, increases the distance of rushing toward front and damage given to the enemy as the time gets longer.	* [자우스트] 스킬이 캐스팅 스킬로 변경{nl}* 캐스팅은 최대 2초간 가능하고, 시간이 길수록 앞으로 돌진하는 거리와 적에게 주는 대미지가 증가함(최대 50%){nl}* 피격되는 적은 넉다운	
SKILL_20200902_014518	[Arts] Forge: Recall	[아츠] 포지 설치: 리콜	
SKILL_20200902_014519	* Summons party member nearby when using Forge{nl}*  Restrictions are following{nl}- Available to summon only in Territory Wars sessions{nl}- Available to summon only when Templar and party member is in the same area{nl}Unavailable to summon inside the Spot Tower's boundary{nl}- Forge skill cooldown is that of the caster when Templar is in the party member.{nl}* Increases cooldown by 3 minutes	* 포지 설치 시 포지 근처에 파티원이 소환됨{nl}* 다음과 같은 제한이 걸림{nl}- 콜로니전 스팟 지역에서만 소환 가능{nl}- 템플러와 파티원이 같은 지역에 있을때만 소환 가능{nl}- 콜로니 타워 경계선 안쪽에선 소환 불가{nl}- 파티원 중 템플러가 있다면 포지 스킬의 재사용 대기시간이 시전자와 동일하게 적용됨{nl}* 재사용 대기시간 3분 증가	
SKILL_20200902_014520	[Arts] Muleta: Faena	[아츠] 물레타: 파에나	
SKILL_20200902_014521	* Activates [Faena] at the skill level you’ve learned when succeeding in counterattack by [Muleta]{nl}* [Faena] skill deactivates when [Faena] skill is not learned{nl}* Increases cooldown by 20 seconds	* [물레타]로 반격 성공 시 자신이 배운 [파에나] 스킬이 발동됨{nl}* [파에나] 스킬을 습득하지 않으면 [파에나] 스킬이 발동하지 않음{nl}* 재사용 대기시간 20초 증가	
SKILL_20200902_014522	[Arts] Muay Thai: Muay Boran	[아츠] 무아이타이: 무아이보란	
SKILL_20200902_014523	* Original function of [Muay Thai] is removed and following skills are applied{nl}- Increases damage given by 100%{nl}- Increases Physical Defense by 50%{nl}- Increases Critical Rate by 40%{nl}- Increases damage received by 100%{nl}- [Muay Thai] cooldown fixed to 30 seconds	* [무아이타이]의 기존 기능이 제거되고 다음과 같은 기능이 적용{nl}- 적에게 주는 대미지 100% 증가{nl}- 물리 방어력 50% 증가{nl}- 치명타 발생 40% 증가{nl}- 적에게 받는 마법 피해 100% 증가{nl}- 무아이타이 스킬 재사용 대기시간 30초로 고정	
SKILL_20200902_014524	[Arts] Throw Rete: Large Rete	[아츠] 투망 던지기: 대형 투망	
SKILL_20200902_014525	* Doubles the range of Rete and target number{nl}* Deleted the Pierce-type damage{nl}* Increases SP consumption by 10%	* 투망의 범위와 적용 대상 수가 2배로 증가{nl}* 찌르기 대미지 증가 삭제{nl}* SP 소모 10%증가	
SKILL_20200902_014526	[Arts]Flash: Thunderbolt	[아츠] 일섬: 뇌전	
SKILL_20200902_014527	* Casting is added for 1 second, damage of Flash halves (Casting time 0.5 second when the weapon is One-handed Sword){nl}*  Electricity remains on the spot that Flash passed, dealing damage to enemies every 1 second for 5 seconds{nl}* Damage is 1/5 of Flash basic damage{nl}Skill type of [Flash] changes to Slash-type	* 캐스팅 1초 추가되고 일섬의 대미지가 절반으로 감소함(무기가 한손검 일 경우 캐스팅 시간 0.5초){nl}* 일섬으로 지나간 자리에 전기가 잔류하여 적에게 5초간 1초마다 대미지를 줌{nl}* 대미지는 일섬 기본 대미지의 1/5{nl}[일섬]의 스킬 타입이 베기로 변경	
SKILL_20200902_014528	[Arts] Hell Breath: Napalm 	[아츠] 헬 브레쓰: 네이팜	
SKILL_20200902_014529	* Decrease casting time and Strike gap by 50% instead of attacking a single target	* 단일 대상을 공격하는 대신 캐스팅 시간과 타격 간격이 50% 감소	
SKILL_20200902_014530	* Using [Ice Blast] cancels the enemy's frozen state, but frozen enemies receive damage that ignores their defense by 20% (10% in PvP)	* [아이스 블래스트] 사용 시 적의 결빙이 해제되지만, 결빙에 걸린 적은 방어 20% 무시 대미지를 입음(PVP시 10% 무시)	SKILL_20190110_008582	* Usar [Ice Blast] cancela o estado de congelado do inimigo, porém o dano ignora a defesa	* [아이스 블래스트] 사용 시 적의 결빙이 해제되지만, 결빙에 걸린 적은 방어 무시 대미지를 입음	
SKILL_20200902_014531	* Magic Igloo is created when casting [Ice Wall]{nl}* Decreases ally's damage of [Ice] property attack by 60% and immune to [Freeze] status ailment{nl}* Recovers HP every 1 second	* [아이스 월] 시전 시 마법 이글루가 생성됨{nl}* 이글루 내부에서는 아군이 받는 [얼음] 속성 공격에 의한 피해가 60% 감소하고 [결빙] 상태이상에 면역{nl}* 1초 마다 자신의 HP를 회복	SKILL_20191029_011294	* [Ice Wall] is turned into an igloo when there are 6 or more walls and the starting point of the ice wall connects to the endpoint. Grants immunity to [Freeze] debuff and reduces damage received from [Ice] property attacks by 60% while inside the igloo. Also heals the caster’s HP by an amount equal to the caster’s HP recovery value every second.	* [아이스 월] 시전 시 시작 부분과 끝 부분이 맞닿으면 마법 이글루로 대체됩니다. 이글루 내부에서는 아군이 받는 [얼음] 속성 공격에 의한 피해가 60% 감소하고 [결빙] 상태이상에 면역이 됩니다. 또한 1초 마다 자신의 HP를 회복합니다.	
SKILL_20200902_014532	[Arts] Cryomancer: Thin Ice	[아츠] 크리오맨서: 살얼음	
SKILL_20200902_014533	* Removes [Freeze] effect of Cryomancer's skill except for Frost Pillar{nl}* Instead of applying [Freeze], applies [Chill] debuff to an enemy for duration of [Freeze]{nl}* Increases damage by 50% when attacking [Chill] applied enemy with Cryomancer's skill.{nl}* [Chill] debuff applied enemy increases damage received from Ice property by 10%.	* 프로스트 필라를 제외한 크리오맨서 스킬의 [결빙] 효과 제거{nl}* [결빙] 대신 적에게 해당 스킬의 결빙 지속시간 만큼 [한기] 디버프{nl}* [한기] 디버프인 적을 크리오맨서 스킬로 공격시 대미지 50% 증가{nl}* [한기] 디버프에 걸린 적은 얼음속성에 받는 대미지 10% 증가	
SKILL_20200902_014534	[Arts] Gravity Pole: Rotation	[아츠] 그라비티 폴: 회전	
SKILL_20200902_014535	* Able to change direction{nl}* Duration and Strike gap halves{nl}* Does not pull the enemy	* 방향 전환 가능{nl}* 지속시간과 타격 간격이 절반으로 감소{nl}* 적을 끌어당기지 않음	
SKILL_20200902_014536	[Arts] Hangman's Knot: Mine	[아츠] 행맨스 낫: 마인	
SKILL_20200902_014537	Original effect is removed{nl}* Install mine in front{nl}* Mine remains for 15 seconds{nl}* Enemy who stepped on the mine gathers to where it stepped the mine with allies around and is affected by Hangman's knot debuff{nl}* Does not pull Boss or stationary monsters	* 기존 효과가 없어짐{nl}* 전방에 지뢰 설치{nl}* 지뢰는 15초간 유지{nl}* 지뢰를 밟은 적은 주변 아군들과 함께 밟은 위치로 모이며 행맨스 낫 디버프에 걸림{nl}* 보스 몬스터와 고정형 몬스터는 당기지 않음	
SKILL_20200902_014538	[Arts] Swell Body: Ally	[아츠] 크기 확대: 아군	
SKILL_20200902_014539	* Overheat is changed to 1 time{nl}* Lasts for 60 seconds{nl}* Increases  Maximum HP, Physical Defense by 4 + skill level * 0.4%(Actual size property does not change){nl}* Swell Body: Additional Damage attribute does not apply{nl}* Increases cooldown by 35 seconds	* 오버히트가 1회로 변경됨{nl}* 60초 동안 지속{nl}* 최대HP, 물리 방어력 4 + 스킬레벨 * 0.4% 증가(실제 크기 속성은 변하지 않음){nl}* 크기 확대: 대미지추가 특성이 적용 되지 않음{nl}* 재사용 대기시간 35초 증가	
SKILL_20200902_014540	[Arts] Shrink Body: Ally	[아츠] 크기 축소: 아군	
SKILL_20200902_014541	* Overheat is changed to 1 time{nl}* Lasts for 60 seconds{nl}* Increases  Maximum HP, Magic Defense by 4 + skill level * 0.4%(Actual size property does not change){nl}* [Shrink Body: Additional Damage] attribute does not apply{nl}* Increases cooldown by 35 seconds	* 오버히트가 1회로 변경됨{nl}* 60초 동안 지속{nl}* 최대HP, 마법 방어력 4 + 스킬레벨 * 0.4% 증가(실제 크기 속성은 변하지 않음){nl}* [크기 축소: 대미지추가] 특성이 적용 되지 않음{nl}* 재사용 대기시간 35초 증가	
SKILL_20200902_014542	[Arts] Storm Dust: Whirlpool	[아츠] 스톰 더스트: 소용돌이	
SKILL_20200902_014543	* Decreases Strike Cycle of Storm Dust by 25% Range, decreases target number, and range. {nl}* Increases Cooldown by 5 seconds	* 스톰 더스트 타격 주기가 25% 감소하고 범위와 대상 수가 감소 {nl}* 재사용 대기시간 5초 증가	
SKILL_20200902_014544	[Arts] Desmodus: Formation	[아츠] 데스모두스: 대형	
SKILL_20200902_014545	* No damage apply to the enemy by the Desmodus skill{nl}* Increases skill range by 50%{nl}* Target: 20{nl}* Final increase in Blood Sucking debuff efficiency by 10%	* 데스모두스 스킬로 적에게 피해를 주지 않음{nl}* 스킬 범위 50%증가{nl}* 대상수 20{nl}* 흡혈 디버프 효율 10% 최종 증가	
SKILL_20200902_014546	[Arts] Stop: Aging	[아츠] 스톱: 노화	
SKILL_20200902_014547	* Original function is removed, decreases the ability of enemy affected by stop by 10%{nl}- Attack{nl}- Healing{nl}- Block Penetration{nl}- Critical Attack{nl}- Critical Rate{nl}- Accuracy	* 기존 기능이 제거되고 스톱에 걸린적 능력치 10% 감소{nl}- 공격력{nl}- 치유력{nl}- 블록 관통{nl}- 치명타 공격력{nl}- 치명타 발생{nl}- 명중	
SKILL_20200902_014548	[Arts] Raise Skeleton Soldier: Elite	[아츠] 해골 병사 만들기: 엘리트	
SKILL_20200902_014549	* Summon Elite Skeleton Soldier instead of Skeleton Soldier (only up to 1){nl}* Changes Overheat to 1time	* 해골 병사 대신 엘리트 해골 병사 소환(최대 1마리만 소환 가능){nl}* 오버히트 1회로 변경	
SKILL_20200902_014550	Tincturing: Block Potion	팅크쳐링: 블록 증가 포션	SKILL_20180327_003907	Tincturing: Poção de Bloqueio	팅크쳐링: 블럭 증가 포션	
SKILL_20200902_014551	* Obtain recipe to craft Block Potion with [Tincturing]	* [팅크쳐링]으로 제작할 수 있는 블록 증가 포션의 레시피를 획득	SKILL_20180327_003908	* Obtém a receita da 'Block Potion' para criar com [Tincturing]	* [팅크쳐링]으로 제작할 수 있는 블럭 증가 포션의 레시피를 획득	
SKILL_20200902_014552	[Arts] Evil: Expand	[아츠] 악령: 광역화	
SKILL_20200902_014553	* Enhanced Evil is not created{nl}* Attacks up to 5 enemies when evil attacks.{nl}* Does not attack Infernal Shadow{nl}* Does not apply to Evil summoned in off status  	* 상급 악령이 생성되지 않음{nl}* 악령이 공격시 최대 5마리의 적을 공격{nl}* 인퍼널 섀도우 그림자를 공격하지 않음{nl}* off상태에서 이미 소환된 악령은 적용되지 않음	
SKILL_20200902_014554	[Arts] Bone Pointing: Bone Necklace	[아츠] 본 포인팅: 본 네클리스	
SKILL_20200902_014555	* Instead of losing the attack function, a level 1 [hexing] debuff is applied to enemies in the 80 range around for 45 seconds.	* 공격 기능이 없어지는 대신 45초간 주변 80범위의 적에게 1레벨 [헥싱] 디버프를 검	
SKILL_20200902_014556	[Arts] Rune of Justice: Judgement	[아츠] 정의의 룬: 심판	
SKILL_20200902_014557	* Changed to channeling skill that strikes the enemy in front every 0.2 seconds in maximum of 2 seconds in place{nl}* Changes Overheat to 1 time	* 제자리에서 최대 2초간 0.2초 간격으로 전방의 적을 타격하는 채널링 스킬로 변경{nl}* 오버히트 1회로 변경	
SKILL_20200902_014558	[Arts] Blink: Paradox	[아츠] 블링크: 패러독스	
SKILL_20200902_014559	* Original function is removed and created apparition uses the same skill as the owner for 10 seconds(Excluding Dimension Compression){nl}* Attack of apparition is 30% of the owner{nl}* Changes overheat to 1 time, increases cooldown by 20 seconds{nl}* Ultimate Dimension: Enlarged Magic Circle, Micro Dimension: Duplicate used by the Clone does not activate	* 기존 기능이 제거되고 생성된 잔상이 10초간 주인의 세이지 공격 스킬을 똑같이 사용(디멘션 컴프레션 제외){nl}* 잔상의 공격은 주인의 30%{nl}* 오버히트 1회 변경, 재사용 대기시간 20초 증가{nl}* 분신이 사용하는 얼티밋 디멘션: 마법진 확대, 마이크로 디멘션: 듀플리케이트는 발동 되지 않음	
SKILL_20200902_014560	[Arts] Shadow Pool: Darkness Armor	[아츠] 섀도우 풀: 어둠 갑옷	
SKILL_20200902_014561	* Invincibility function deleted{nl}* Skill level* lasts for 1 second{nl}* Decreases damage received from the enemy{nl}* Only Shadowmancer skill can be used{nl}* Increases SP consumption by 100%	* 무적 기능 삭제{nl}* 스킬레벨 * 1초 동안 지속{nl}* 적에게 받는 피해 50% 감소{nl}* 섀도우맨서 스킬만 사용 가능{nl}* SP 소모 100% 증가	
SKILL_20200902_014562	[Arts]Genbu Armor: Possessed	[아츠] 현무갑: 빙의	
SKILL_20200902_014563	* Original effect is removed{nl} * Possessed to the Genbu Armor character, increases Psychokinesis-Property, Non-Property, Earth Property damage by 20%, applies beneficial buff sequentially for every 20 second{nl}- Psychokinesis property damage by 30%{nl}- Increases Non-Property Magic damage by 30%{nl}- Increases Earth property damage by 30%{nl}* Decreases skill damage and cooldown of Yin Yang Harmony by 50%{nl}* Cooldown increases by 60 seconds{nl}* Duration changed to 30 minutes	* 기존효과 제거{nl}* 현무가 캐릭터에 빙의되어 염속성, 무속성, 땅속성 대미지가 20% 증가 하며, 20초 간격으로 이로운 버프를 순차적으로 부여{nl}- 염속성 대미지 30%증가{nl}- 무속성 마법 대미지 30%증가{nl}- 땅속성 대미지 30%증가{nl}* 음양조화 스킬 대미지, 재사용 대기시간 50%감소{nl}* 재사용 대기 시간 60초 증가{nl}* 지속시간 30분으로 변경	
SKILL_20200902_014564	[Arts]Sand Blast: Enhanced Upgrade	[아츠] 샌드 블래스트: 상급 강화	SKILL_20200128_012919	[Arts] Sand Blast: Enhanced Upgrade	[아츠]샌드 블래스트: 상급 강화	
SKILL_20200902_014565	[Arts] Sand Wall: Enhanced Upgrade	[아츠] 샌드 월: 상급 강화	SKILL_20200128_012921	[Arts] Sand Wall: Enhanced Upgrade	[아츠]샌드 월: 상급 강화	
