QUEST_LV_0500_20190419_000001	누군가는 해야 할 일이면 다른 사람이 했으면 좋겠어요.{nl}왜 저한태 이런 걸 시키는 걸까요.	케도라 상단원 이네타
QUEST_LV_0500_20220204_001726	별동대가 출발하기 위해 중심지로 향하세요{nl}별동대는 각자 맡은 길로 흩어질 겁니다{nl}당신도 한 경로를 맡아 적들을 처치하고 나아가세요	
QUEST_LV_0500_20220204_001727	적을 처치하고 나아가기	
QUEST_LV_0500_20220204_001728	다음 지점으로 가는 길의 검은 형상을 확인하기	
QUEST_LV_0500_20220204_001729	중심지와 침식 지역 사이를 잇는 길에 정체를 알 수 없는 검은 형상이 있습니다{nl}검은 형상을 조사하세요	
QUEST_LV_0500_20220204_001730	침식 지역에 주시자의 검은 수정이 있습니다{nl}주시자의 검은 수정이 페릿들을 침식하고 있습니다{nl}이대로 둔다면 왕국군에게도 큰 피해를 가져올 겁니다{nl}주시자의 검은 수정을 파괴할 방법을 찾아보세요{nl}어쩌면 주시자의 검은 수정을 과부하 시킬 힘을 찾아볼 수 있을 겁니다	
QUEST_LV_0500_20220204_001731	까마귀 둥지로 이동하기	
QUEST_LV_0500_20220204_001732	주시자의 검은 수정을 성공적으로 파괴했습니다{nl}까마귀 둥지 지역으로 이동하세요	
QUEST_LV_0500_20220204_001733	그레스미 트루스를 처치하기	
QUEST_LV_0500_20220204_001734	까마귀 둥지에 도착하자, 정찰병이 보았을 법한 적의 우두머리가 나타났습니다{nl}그레스미 트루스를 처치하세요	
QUEST_LV_0500_20220204_001735	라민 대장군과 이야기하기	
QUEST_LV_0500_20220204_001736	때마침 도착한 라민 대장군과 파야우타와 함께 그레스미 트루스를 처치했습니다{nl}다음 지역으로 이동하기 전에 라민 대장군과 대화하세요	
QUEST_LV_0500_20220204_001737	델무어 정원에서 라민 대장군과 합류하기	
QUEST_LV_0500_20220204_001738	델무어 정원으로 가서 라민 대장군과 합류하세요	
QUEST_LV_0500_20220204_001739	변질되어 버린 병사들이 버려둔 보급품을 모으세요	
QUEST_LV_0500_20220204_001740	라민 대장군은 전투에 앞서 많은 피로감이 누적된 병사들을 독려해야한다고 합니다{nl}델무어 정원을 활보하는 변질된 병사들이 생전에 사용하던 무기들을 버려두었으니, 재정비를 도우라는 명령 하달했습니다{nl}재정비를 위해 버려진 보급품을 확인하고, 라민 대장군의 연설을 위해 깃발을 설치하세요	
QUEST_LV_0500_20220204_001741	라민 대장군에게 준비가 끝났음을 보고하기	
QUEST_LV_0500_20220204_001742	보급품을 확보 했고 깃발을 설치했습니다{nl}라민 대장군에게 준비가 끝났음을 보고하세요	
QUEST_LV_0500_20220204_001743	방치된 보급품에서 무기 회수	
QUEST_LV_0500_20220204_001744	방치된 보급품에서 긴급 구급 키트 회수	
QUEST_LV_0500_20220204_001745	부러진 오르샤 깃발 회수	
QUEST_LV_0500_20220204_001746	라민 대장군과 대화하기	
QUEST_LV_0500_20220204_001747	라민 대장군의 연설이 곧 시작됩니다{nl}라민 대장군과 이야기하세요	
QUEST_LV_0500_20220204_001748	목표 지점으로 이동하기	
QUEST_LV_0500_20220204_001749	라민 대장군의 연설이 곧 시작됩니다{nl}목표 지점으로 이동하세요	
QUEST_LV_0500_20220204_001750	좌측 전선을 공격하기	
QUEST_LV_0500_20220204_001751	전투가 시작되었습니다!{nl}좌측 전선을 공격하세요	
QUEST_LV_0500_20220204_001752	좌측 전선으로 계속 나아가기	
QUEST_LV_0500_20220204_001753	중앙으로 이동해 라민 대장군을 증원하기	
QUEST_LV_0500_20220204_001754	좌측 전선이 막혔습니다{nl}중앙 전선으로 이동해 라민 대장군을 지원하세요	
QUEST_LV_0500_20220204_001755	우측 전선으로 합류해 파야우타를 돕기	
QUEST_LV_0500_20220204_001756	라민 대장군의 명령에 따라 우측 전선에서 파야우타를 도우세요	
QUEST_LV_0500_20220204_001757	우측 전선을 따라 나아가기	
QUEST_LV_0500_20220204_001758	파야우타와 합류했습니다{nl}함께 우측 전선을 돌파하세요	
QUEST_LV_0500_20220204_001759	앞마당 지역을 총공격하기	
QUEST_LV_0500_20220204_001760	마침내 마지막 공격 지점만이 남았습니다{nl}왕국군의 총공격과 함께 앞마당을 공격하세요	
QUEST_LV_0500_20220204_001761	모든 전투에서 승리했습니다{nl}라민 대장군이 당신과 대화하기를 기다리고 있습니다{nl}라민대장군과 대화하세요	
QUEST_LV_0500_20220204_001762	전쟁의 승기가 아군 쪽으로 기울어 보입니다{nl}라민 대장군과 다음 계획에 대해서 이야기하세요	
QUEST_LV_0500_20220204_001763	방금의 전투는 이겼으나, 전쟁은 아직 끝나지 않았습니다{nl}라민 대장군과 대화하세요	
QUEST_LV_0500_20220204_001764	라민 대장군과 합류하기	
QUEST_LV_0500_20220204_001765	라민 대장군과 왕국군이 재정비를 끝마쳐갑니다.{nl}델무어 내부로 들어가기 위한 마지막 전투를 위해 라민 대장군과 합류하세요.	
QUEST_LV_0500_20220204_001766	[가디스 : 델무어 격전지] 완수하기	
QUEST_LV_0500_20220204_001767	가디스 레이드 델무어 격전지를 완수하세요	
QUEST_LV_0500_20220204_001768	라민 대장군과 대화하세요	
QUEST_LV_0500_20220426_001769	비록 이사우고티 숲의 {#003399}머티니스{/}는 모두 제거했지만, 주시자가 모은 {#003399}머티니스{/}가 남아 있을 겁니다.{nl}그리고 바우바스와 바이가 역시 여전히 {#003399}머티니스{/}를 노리고 있는 상황입니다.	QUEST_LV_0500_20210115_000272	비록 이사우고티 숲의 머티니스는 모두 제거했지만, 주시자가 모은 머티니스가 남아 있을 겁니다.{nl}그리고 바우바스와 바이가 역시 여전히 머티니스를 노리고 있는 상황입니다.	여신 라다
QUEST_LV_0500_20220426_001770	오르샤 일대의 {#003399}머티니스{/}가 완전히 소멸한 건 아니니,{nl}마족들은 반드시 돌아올 겁니다.	QUEST_LV_0500_20210115_000273	오르샤 일대의 머티니스가 완전히 소멸한 건 아니니,{nl}마족들은 반드시 돌아올 겁니다.	여신 라다
QUEST_LV_0500_20220426_001771	이사우고티 숲에서는 숲의 어느 부분보다 강렬한 {#003399}머티니스{/}의 기운이 느껴집니다.	QUEST_LV_0500_20210115_000277	이사우고티 숲에서는 숲의 어느 부분보다 강렬한 머티니스의 기운이 느껴집니다.	여신 라다
QUEST_LV_0500_20220426_001772	분명히 그곳에 주시자의 마족들이 채굴한 {#003399}머티니스{/}가 있을 겁니다.{nl}분명히 많은 마족들이 그 곳을 장악하고 있겠죠.	QUEST_LV_0500_20210115_000278	분명히 그곳에 주시자의 마족들이 채굴한 머티니스가 있을 겁니다.{nl}분명히 많은 마족들이 그 곳을 장악하고 있겠죠.	여신 라다
QUEST_LV_0500_20220426_001773	주시자는 항상 계획적으로 움직였습니다.{nl}분명 {#003399}머티니스{/}의 보관에도 대비책을 마련해놨겠죠.	QUEST_LV_0500_20210115_000279	주시자는 항상 계획적으로 움직였습니다.{nl}분명 머티니스의 보관에도 대비책을 마련해놨겠죠.	여신 라다
QUEST_LV_0500_20220426_001774	주시자의 마족들은 이미 많은 {#003399}머티니스{/}를 저장해두었을 겁니다.{nl}당신의 힘만으로는 한 번에 제거하기는 버거운 일..	QUEST_LV_0500_20210115_000281	주시자의 마족들은 이미 많은 머티니스를 저장해두었을 겁니다.{nl}당신의 힘만으로는 한 번에 제거하기는 버거운 일..	여신 라다
QUEST_LV_0500_20220426_001775	제 힘으로 {#003399}머티니스{/}를 제거하는 건 {#003399}머티니스{/}에 내재된 제 힘과의 충돌이 우려됩니다.{nl}게다가 마족들이 저의 기운을 금방 알아차릴 겁니다.	QUEST_LV_0500_20210115_000282	제 힘으로 머티니스를 제거하는 건 머티니스에 내재된 제 힘과의 충돌이 우려됩니다.{nl}게다가 마족들이 저의 기운을 금방 알아차릴 겁니다.	여신 라다
QUEST_LV_0500_20220426_001776	{#003399}머티니스{/}를 최대한 빨리, 최대한 많이 제거하기 위해서는 충분한 위력을 지닌 인간의 폭탄이 적당하겠군요.	QUEST_LV_0500_20210115_000283	머티니스를 최대한 빨리, 최대한 많이 제거하기 위해서는 충분한 위력을 지닌 인간의 폭탄이 적당하겠군요.	여신 라다
QUEST_LV_0500_20220426_001777	그렇군요.{nl}이제 {#003399}머티니스{/}를 파괴할 수단을 찾았으니, 접근을 하는 일만 남았습니다.	QUEST_LV_0500_20210115_000295	그렇군요.{nl}이제 머티니스를 파괴할 수단을 찾았으니, 접근을 하는 일만 남았습니다.	여신 라다
QUEST_LV_0500_20220426_001778	그러면 라가나와 바이가의 세력이 대립할테고, 주시자의 세력도 지켜보고만 있지는 않을 겁니다.{nl}전장이 혼란한 틈을 타 {#003399}머티니스{/} 저장소로 접근하시면 됩니다.{nl}이사우고티 숲까지는 같이 이동하겠지만, 제가 섣불리 움직이면 마족들의 눈을 돌린 게 소용없어질 겁니다.	QUEST_LV_0500_20210115_000298	그러면 라가나와 바이가의 세력이 대립할테고, 주시자의 세력도 지켜보고만 있지는 않을 겁니다.{nl}전장이 혼란한 틈을 타 머티니스 저장소로 접근하시면 됩니다.{nl}이사우고티 숲까지는 같이 이동하겠지만, 제가 섣불리 움직이면 마족들의 눈을 돌린 게 소용없어질 겁니다.	여신 라다
QUEST_LV_0500_20220426_001779	저는 오르샤 근처에 또 다른 {#003399}머티니스{/} 저장소가 있는지 찾아보겠습니다.	QUEST_LV_0500_20210115_000300	저는 오르샤 근처에 또 다른 머티니스 저장소가 있는지 찾아보겠습니다.	여신 라다
QUEST_LV_0500_20220426_001780	잊지마십시오.{nl}바이가와 라가나 세력의 마족들보다 {#003399}머티니스{/}의 위치를 알아내는 것이 우선입니다.	QUEST_LV_0500_20210115_000301	잊지마십시오.{nl}바이가와 라가나 세력의 마족들보다 머티니스의 위치를 알아내는 것이 우선입니다.	여신 라다
QUEST_LV_0500_20220426_001781	{#003399}머티니스{/} 저장소로 보이는 곳은 발견하셨나요?	QUEST_LV_0500_20210115_000304	머티니스 저장소로 보이는 곳은 발견하셨나요?	여신 라다
QUEST_LV_0500_20220426_001782	다행히 이곳을 제외한 오르샤 근처에서 다른 {#003399}머티니스{/} 저장소는 보이지 않았습니다.	QUEST_LV_0500_20210115_000305	다행히 이곳을 제외한 오르샤 근처에서 다른 머티니스 저장소는 보이지 않았습니다.	여신 라다
QUEST_LV_0500_20220426_001783	거짓 정보의 내용은 플라나스 공터에 주시자의 마족들이 채굴한 {#003399}머티니스{/} 저장소가 있다고 전하면 될 겁니다.	QUEST_LV_0500_20210115_000312	거짓 정보의 내용은 플라나스 공터에 주시자의 마족들이 채굴한 머티니스 저장소가 있다고 전하면 될 겁니다.	여신 라다
QUEST_LV_0500_20220426_001784	라가나와 바이가의 전령들에게 거짓 정보를 주고 플라나스 공터에서 싸움을 일으키면,{nl}분명 {#003399}머티니스{/} 저장소에 있는 마족들의 시선을 돌릴 수 있을 겁니다.{nl}서둘러 주십시오.	QUEST_LV_0500_20210115_000318	라가나와 바이가의 전령들에게 거짓 정보를 주고 플라나스 공터에서 싸움을 일으키면,{nl}분명 머티니스 저장소에 있는 마족들의 시선을 돌릴 수 있을 겁니다.{nl}서둘러 주십시오.	여신 라다
QUEST_LV_0500_20220426_001785	반응을 보인 마족들이 시선을 끄는 사이에 {#003399}머티니스{/} 저장소에 접근하시면 될 겁니다.{nl}준비가 되면 출발하세요.	QUEST_LV_0500_20210115_000323	반응을 보인 마족들이 시선을 끄는 사이에 머티니스 저장소에 접근하시면 될 겁니다.{nl}준비가 되면 출발하세요.	여신 라다
QUEST_LV_0500_20220426_001786	마족들이 오르샤로 향하기 위해서는 이곳을 지나야 할 터,{nl}마침 저는 마족들이 지니고 있을 {#003399}머티니스{/}를 회수해야 하니..	QUEST_LV_0500_20210115_000325	마족들이 오르샤로 향하기 위해서는 이곳을 지나야 할 터,{nl}마침 저는 마족들이 지니고 있을 머티니스를 회수해야 하니..	여신 라다
QUEST_LV_0500_20220426_001787	주시자의 {#003399}머티니스{/}를 아주 시원하게 날려버렸잖아?{nl}기특해.	QUEST_LV_0500_20210115_000332	주시자의 머티니스를 아주 시원하게 날려버렸잖아?{nl}기특해.	마신 라가나
QUEST_LV_0500_20220426_001788	나를 속이려 든 건 용서할 수 없는 일이지만..{nl}주시자가 모은 {#003399}머티니스{/}를 날려버렸으니 특별히 이번은 넘어가도록 하마.	QUEST_LV_0500_20210115_000333	나를 속이려 든 건 용서할 수 없는 일이지만..{nl}주시자가 모은 머티니스를 날려버렸으니 특별히 이번은 넘어가도록 하마.	마신 라가나
QUEST_LV_0500_20220426_001789	다행히 광석의 정체를 알아냈습니다.{nl}광석의 이름은 {#003399}머티니스{/}..{nl}주시자는 이 사악한 광석을 두고 그렇게 이름 불렀습니다.	QUEST_LV_0500_20210115_000379	다행히 광석의 정체를 알아냈습니다.{nl}광석의 이름은 머티니스..{nl}주시자는 이 사악한 광석을 두고 그렇게 이름 불렀습니다.	여신 라다
QUEST_LV_0500_20220426_001790	계시자여,{nl}주시자가 {#003399}머티니스{/}를 통해 세계를..{nl}정확하게는 신수를 파괴하려 하고 있습니다.	QUEST_LV_0500_20210115_000380	계시자여,{nl}주시자가 머티니스를 통해 세계를..{nl}정확하게는 신수를 파괴하려 하고 있습니다.	여신 라다
QUEST_LV_0500_20220426_001791	{#003399}머티니스{/}는 벨로브에 견줄 수 있는 마력원입니다.{nl}길티네는 벨로브의 공급을 중단하여 신수를 폭주시켰습니다.	QUEST_LV_0500_20210115_000381	머티니스는 벨로브에 견줄 수 있는 마력원입니다.{nl}길티네는 벨로브의 공급을 중단하여 신수를 폭주 시켰습니다.	여신 라다
QUEST_LV_0500_20220426_001792	반대로..{nl}주시자가 이 {#003399}머티니스{/}를 신수에 끊임없이 공급한다면 세계는 신수의 뿌리와 함께 통째로 썩어 끔찍한 세계로 변해버릴 겁니다.{nl}{#003399}머티니스{/}의 양이 충분하다면 말이죠.	QUEST_LV_0500_20210115_000382	반대로..{nl}주시자가 이 머티니스를 신수에 끊임없이 공급한다면 세계는 신수의 뿌리와 함께 통째로 썩어 끔찍한 세계로 변해버릴 겁니다.{nl}머티니스의 양이 충분하다면 말이죠.	여신 라다
QUEST_LV_0500_20220426_001793	마족의 기억 속 말코스 벌목지에서 심상치 않은 균열을 보았습니다.{nl}{#003399}머티니스{/}는 그 균열에서 나왔을 겁니다.	QUEST_LV_0500_20210115_000383	마족의 기억 속 말코스 벌목지에서 심상치 않은 균열을 보았습니다.{nl}머티니스는 그 균열에서 나왔을 겁니다.	여신 라다
QUEST_LV_0500_20220426_001794	여기는 방금 당신이 지나온 렘파라사 연못과 연결되는 통로입니다.{nl}{#003399}머티니스{/} 채굴과 오르샤를 공격하기 위해 집결한 마족들이 덧댄다리 숲을 장악하고 있습니다.	QUEST_LV_0500_20210115_000395	여기는 방금 당신이 지나온 렘파라사 연못과 연결되는 통로입니다.{nl}머티니스 채굴과 오르샤를 공격하기 위해 집결한 마족들이 덧댄다리 숲을 장악하고 있습니다.	여신 라다
QUEST_LV_0500_20220426_001795	저는 이 마족들이 채굴하고 있는 {#003399}머티니스{/}를 회수할 필요가 있습니다.{nl}당신은 무슨 일을 하실 거죠?	QUEST_LV_0500_20210115_000396	저는 이 마족들이 채굴하고 있는 머티니스를 회수할 필요가 있습니다.{nl}당신은 무슨 일을 하실 거죠?	여신 라다
QUEST_LV_0500_20220426_001796	당신의 임무를 훌륭히 수행하고 있군요.{nl}저 역시 {#003399}머티니스{/}를 일부 회수할 수 있었습니다.	QUEST_LV_0500_20210115_000399	당신의 임무를 훌륭히 수행하고 있군요.{nl}저 역시 머티니스를 일부 회수할 수 있었습니다.	여신 라다
