SKILL_20180327_000001	攻击	공격	
SKILL_20200128_012404	向前方持续喷火攻击敌人。前方的敌人和施展者周遭的敌人会持续受到火属性的伤害，在一定机率下，一段时间内会受到额外追加的火属性攻击伤害。{nl}施展地狱气息时，会获得防御近距离攻击的效果。(Boss怪的攻击除外)	전방을 향해 지속적으로 불을 뿜어 적을 공격합니다. 전방의 적과 시전자 주변의 적이 지속적으로 불속성 피해를 입으며, 확률적으로 한동안 불 속성 공격에 추가 대미지를 입습니다.{nl}헬 브레쓰 시전 중에는 근접 공격을 방어하는 효과를 받습니다.(보스 몬스터의 공격은 제외)	SKILL_20190110_007446	向前方持续喷火攻击敌人。前方的敌人和施展者周遭的敌人会持续受到火属性的伤害，在一定机率下，一段时间内会受到额外追加的火属性攻击伤害，施展地狱气息时，会获得防御近距离攻击的效果。	전방을 향해 지속적으로 불을 뿜어 적을 공격합니다. 전방의 적과 시전자 주변의 적이 지속적으로 불속성 피해를 입으며, 확률적으로 한동안 불 속성 공격에 추가 대미지를 입습니다. 헬 브레쓰 시전 중에는 근접 공격을 방어하는 효과를 받습니다.	
SKILL_20200128_012405	每0.3秒技能係数 #{SkillFactor}#%{nl}最大持续时间 10秒{nl}每0.5秒SP消耗 #{CaptionRatio}# {nl}黄铁矿消耗 #{SpendItemCount}#个	0.3초당 스킬 계수 #{SkillFactor}#%{nl}최대 지속시간 10초{nl}0.5초당 SP #{CaptionRatio}#소비{nl}파이라이트 #{SpendItemCount}#개 소비	SKILL_20190110_007447	每0.3秒技能係数 #{SkillFactor}#%{nl}每0.5秒SP #{CaptionRatio}#消耗{nl}黄铁矿消耗 #{SpendItemCount}#个	0.3초당 스킬 계수 #{SkillFactor}#%{nl}0.5초당 SP #{CaptionRatio}#소비{nl}파이라이트 #{SpendItemCount}#개 소비	
SKILL_20200128_012406	骑乘巨大的雪球，压碾攻击敌人。{nl}{#005060}滚动雪球结束时，周围如有强力重力魔法阵，敌人不会被击倒。{/}	거대한 눈덩어리를 타고 적을 뭉개 공격합니다.{nl}{#005060}스노우 롤링이 끝날 때 주변에 헤비 그라비티가 있다면 적이 넉다운되지 않습니다.{/}	SKILL_20190110_007462	骑乘巨大的雪球，压碾攻击敌人。{nl}{#00113F}滚动雪球结束时，周围如果有强力重力魔法阵，敌人不会被击倒。{/}	거대한 눈덩어리를 타고 적을 뭉개 공격합니다.{nl}{#00113F}스노우 롤링이 끝날 때 주변에 헤비 그라비티가 있다면 적이 넉다운되지 않습니다.{/}	
SKILL_20200128_012407	技能係数 #{SkillFactor}#%{nl}套用对象数量 #{CaptionRatio}#{nl}施法时间 1秒{nl}持续时间 #{CaptionRatio2}#秒	스킬 계수 #{SkillFactor}#%{nl}적용 대상 수 #{CaptionRatio}#{nl}캐스팅 시간 1초{nl}지속시간 #{CaptionRatio2}#초	SKILL_20190528_010177	技能係数#{SkillFactor}#%{nl}套用对象数#{CaptionRatio}#{nl}持续时间#{CaptionRatio2}#秒	스킬 계수 #{SkillFactor}#%{nl}적용 대상 수 #{CaptionRatio}#{nl}지속시간 #{CaptionRatio2}#초	
SKILL_20200128_012408	将念力集中于手指尖，对前方的敌人给予持续伤害。对变异型怪物的伤害会增加 50%。以一定机率对敌人造成昏厥Debuff。{nl}{#005060}打击冰牆时，会发射冰碎片。{/}	손 끝에 염력을 집중하여 전방의 적에게 지속적인 피해를 줍니다. 변이형 몬스터에게 대미지가 50% 증가합니다. 일정 확률로 적에게 스턴 디버프를 겁니다.{nl}{#005060}아이스 월 타격시 얼음 파편이 발사됩니다.{/}	SKILL_20190110_007466	{/}将念力集中于手指尖，对前方的敌人给予持续伤害。对变异型怪物的伤害会增加 50%。以一定机率对敌人造成昏厥Debuff。{nl}{#00113F}打击冰牆时，会发射冰碎片。{/}	손 끝에 염력을 집중하여 전방의 적에게 지속적인 피해를 줍니다. 변이형 몬스터에게 대미지가 50% 증가합니다. 일정 확률로 적에게 스턴 디버프를 겁니다.{nl}{#00113F}아이스 월 타격시 얼음 파편이 발사됩니다.{/}	
SKILL_20200128_012409	技能係数 #{SkillFactor}#%{nl}{nl}套用对象 #{CaptionRatio}#{nl}最大持续时间 10秒{nl}每1秒SP消耗 #{CaptionRatio3}#{nl}以50%机率产生昏厥Debuff	스킬 계수 #{SkillFactor}#%{nl}{nl}적용 대상 #{CaptionRatio}#{nl}최대 지속시간 10초{nl}1초당 SP #{CaptionRatio3}#소비{nl}50% 확률로 스턴 디버프	SKILL_20190110_007467	技能係数 #{SkillFactor}#%{nl}{nl}套用对象 #{CaptionRatio}#{nl}每1秒SP #{CaptionRatio3}#消耗{nl}以50%机率陷入昏厥Debuff	스킬 계수 #{SkillFactor}#%{nl}{nl}적용 대상 #{CaptionRatio}#{nl}1초당 SP #{CaptionRatio3}#소비{nl}50% 확률로 스턴 디버프	
SKILL_20200128_012410	发射电气锁鍊连续攻击前方的敌人们。{nl}{#005060}在呼风唤雨符范围内使用电击时，套用的对象数会增加为2倍。{/}	전기 사슬을 발사하여 전방의 적들을 연속으로 공격합니다.{nl}{#005060}호풍환우부 범위 안에서 일렉트로큐트 사용 시 적용 대상 수가 2배로 증가합니다.{/}	SKILL_20190110_007479	发射电气锁鍊连续攻击前方的敌人们。{nl}{#00113F}在呼风唤雨符范围内使用电击时，可以套用的对象数会增加为2倍。{/}	전기 사슬을 발사하여 전방의 적들을 연속으로 공격합니다.{nl}{#00113F}호풍환우부 범위 안에서 일렉트로큐트 사용 시 적용 대상 수가 2배로 증가합니다.{/}	
SKILL_20200128_012411	召唤插在魔法书上的卡片恶魔。{nl}随著技能等级增加，物理攻击力、魔法攻击力、物理防御力、魔法防御力、最大HP会依照召唤者的能力值成正比增加。{nl}被召唤的恶魔会依照召唤者的精神属性增加命中、迴避、暴击发生、暴击抗性、格挡、格挡贯穿效果。	그리모어에 삽입한 악마형 카드의 악마를 소환합니다.{nl}스킬 레벨에 따라 물리 공격력, 마법 공격력, 물리 방어력, 마법 방어력, 최대 HP를 소환자 능력치에 비례합니다.{nl}소환된 악마에게 소환자 정신 스탯에 따라 명중, 회피, 치명타 발생, 치명타 저항, 블록, 블록 관통이 추가됩니다.	SKILL_20180327_000869	召唤插在魔法书上的卡片恶魔，随著技能等级的增加召唤恶魔的攻击力、防御力也会随之增加，依卡片的星星数量，召唤的恶魔的攻击力会各额外增加5%，魔法书上只能插入恶魔型怪物卡片。	그리모어에 삽입한 카드의 악마를 소환합니다. 스킬 레벨에 따라 소환된 악마의 공격력, 방어력이 증가합니다. 카드의 별 숫자만큼 소환된 악마의 공격력, 방어력이 5%씩 추가로 증가합니다. 그리모어에는 악마형 몬스터 카드만 장착할 수 있습니다.	
SKILL_20200128_012412	攻击力、物理/魔法防御力 #{CaptionRatio}#%{nl}最大HP #{CaptionRatio2}#%移转{nl}持续时间 30分钟	공격력, 물리/마법 방어력 #{CaptionRatio}#%{nl}최대 HP #{CaptionRatio2}#% 만큼 이전{nl}지속시간 30분	SKILL_20180327_000870	召唤恶魔型Boss{nl}恶魔追加攻击力 #{CaptionRatio}#%{nl}恶魔追加防御力 #{CaptionRatio}#%{nl}持续时间 900秒	악마형 보스 소환{nl}악마 추가 공격력 #{CaptionRatio}#%{nl}악마 추가 방어력 #{CaptionRatio}#%{nl}지속시간 900초	
SKILL_20200128_012413	骑乘在利用魔法书召唤的恶魔头上并亲自操纵恶魔。{nl}骑乘时所受的伤害会减少。	그리모어로 소환한 악마의 머리 위에 올라타 악마를 직접 조작합니다.{nl}탑승 중일 때는 받는 피해가 감소합니다.	SKILL_20180327_000875	骑乘在利用魔法书召唤的恶魔头上并亲自操纵恶魔。骑乘时被召唤恶魔的物理攻击力和魔法攻击力会依照角色的魔法攻击力成正比增加，所受到的伤害减少。	그리모어로 소환한 악마의 머리 위에 올라타 악마를 직접 조작합니다. 탑승 시 캐릭터의 마법 공격력에 비례해서 소환된 악마의 물리 공격력과 마법 공격력이 증가하고, 받는 피해가 감소합니다.	
SKILL_20200128_012414	可以使用恶魔的技能。{nl}骑乘时所受的伤害减少 #{CaptionRatio}#%	악마의 스킬 사용 가능{nl}탑승 중 받는 피해 감소 #{CaptionRatio}#%	SKILL_20180327_000876	可以使用恶魔的技能。	악마의 스킬 사용 가능	
SKILL_20200128_012415	召唤火焰恶魔萨拉米恩。萨拉米恩会跟随主人攻击所见到的敌人。{nl}萨拉米恩的攻击力、防御力、最大HP会与召唤者的能力值成正比。	화염 악마 살라미온을 소환합니다. 살라미온은 주인을 따라다니며 보이는 적을 공격합니다. {nl}살라미온의 공격력, 방어력, 최대 HP는 소환자 능력치에 비례합니다.	SKILL_20180327_000886	召唤火焰恶魔萨拉米恩。萨拉米恩会跟随主人攻击所见到的敌人。	화염 악마 살라미온을 소환합니다. 살라미온은 주인을 따라다니며 보이는 적을 공격합니다.	
SKILL_20200128_012416	攻击力 #{CaptionRatio}#%{nl}物理/魔法防御力 #{CaptionRatio2}#%{nl}最大HP #{CaptionRatio3}#%{nl}持续时间 30分钟	공격력 #{CaptionRatio}#%{nl}물리/마법 방어력 #{CaptionRatio2}#%{nl}최대 HP #{CaptionRatio3}#%{nl}지속시간 30분	SKILL_20180327_000887	萨拉米恩等级 #{CaptionRatio2}#{nl}萨拉米恩追加攻击力 #{CaptionRatio}#%{nl}萨拉米恩追加防御力 #{CaptionRatio}#%{nl}持续时间 300秒	살라미온 레벨 #{CaptionRatio2}#{nl}살라미온 추가 공격력 #{CaptionRatio}#%{nl}살라미온 추가 방어력 #{CaptionRatio}#%{nl}지속시간 300초	
SKILL_20200128_012417	召唤登录在魔法书上的辅助卡片之恶魔并攻击敌人，依施展者的精神比例增加伤害最大至100%。当用召唤邪灵造成敌人伤害时，会对用召唤恶魔召唤出的恶魔套用召唤邪灵Buff，在召唤邪灵Buff状态下，无视敌人20%的物理防御力和魔法防御力。	그리모어에 장착된 보조 카드의 악마를 소환하여 적을 공격합니다. 시전자의 정신에 비례하여 대미지가 최대 100% 까지 증가합니다. 이보케이션으로 적에게 피해를 입힐 경우 서모닝으로 소환한 악마에게 이보케이션 버프가 적용됩니다. 이보케이션 버프 상태에서는 적의 물리 방어력과 마법 방어력을 20% 무시합니다.	SKILL_20190110_007496	依施展者的精神比例增加伤害。以召唤邪灵让敌人受到伤害的情形，会对以召唤恶魔所召唤出的恶魔套用召唤邪灵Buff。在召唤邪灵Buff的状态下，无视敌人20%的物理防御力和魔法防御力。	그리모어에 장착된 보조 카드의 악마를 소환하여 적을 공격합니다. 시전자의 정신에 비례하여 대미지가 증가합니다. 이보케이션으로 적에게 피해를 입힐 경우 서모닝으로 소환한 악마에게 이보케이션 버프가 적용됩니다. 이보케이션 버프 상태에서는 적의 물리 방어력과 마법 방어력을 20% 무시합니다.	
SKILL_20200128_012418	召唤吸血蝙蝠飞向敌人造成伤害。被攻击的敌人会被施展吸血蝙蝠吸血Debuff。{nl}被施展吸血Debuff的敌人从召唤兽那裡受到的伤害会增加，只有自己的召唤兽会套用。	흡혈 박쥐를 소환하여 적에게 날려 피해를 입힙니다. 피격된 적은 데스모두스 흡혈 디버프에 걸립니다.{nl}흡혈 디버프에 걸린 적은 소환수에게 받는 피해가 증가하며, 자신의 소환수만 적용 받습니다.	SKILL_20190110_007498	召唤吸血蝙蝠飞向敌人，造成伤害。被攻击的敌人会被施展者的召唤兽施予伤害增加的吸血蝙蝠吸血Debuff。	흡혈 박쥐를 소환하여 적에게 날려 피해를 입힙니다. 피격된 적은 시전자의 소환수에게 받는 피해가 증가하는 데스모두스 흡혈 디버프에 걸립니다.	
SKILL_20200128_012419	技能係数 #{SkillFactor}#%{nl}召唤兽伤害增加 #{CaptionRatio}#%{nl}{#339999}{ol}[吸血]{/}{/} 持续时间 20秒	스킬 계수 #{SkillFactor}#%{nl}소환수 대미지 증가 #{CaptionRatio}#%{nl}{#339999}{ol}[흡혈]{/}{/} 지속시간 20초	SKILL_20190110_007499	技能係数 #{SkillFactor}#% x 2次{nl}一般召唤兽伤害增加 #{CaptionRatio}#%{nl}召唤恶魔召唤兽伤害增加 #{CaptionRatio2}#%{nl}{#339999}{ol}[吸血]{/}{/} 持续时间15秒	스킬 계수 #{SkillFactor}#% x 2회{nl}일반 소환수 대미지 증가 #{CaptionRatio}#%{nl}서모닝 소환수 대미지 증가 #{CaptionRatio2}#%{nl}{#339999}{ol}[흡혈]{/}{/} 지속시간 15초	
SKILL_20200128_012420	操控自身周围的时间，瞬间返回先前的状态。{nl}{#005060}在部分的魔法阵中使用时间倒转时，将恢复魔法阵的持续时间。{/}	자신 주변의 시간을 조작하여 순간적으로 이전의 상태로 되돌립니다.{nl}{#005060}백마스킹을 일부 마법진에 사용 시 해당 마법진의 지속시간을 되돌립니다.{/}	SKILL_20190110_007502	操作自己周围的时间，瞬间返回到之前的状态。{nl}{#00113F}在魔法阵使用时间倒转时，可恢复该魔法阵的持续时间。{/}	자신 주변의 시간을 조작하여 순간적으로 이전의 상태로 되돌립니다.{nl}{#00113F}백마스킹을 마법진에서 사용 시 해당 마법진의 지속시간을 되돌립니다.{/}	
SKILL_20200128_012421	朝对象发射邪恶的能量，如消灭被邪恶气息吞噬的怪物可收集被消灭怪物的尸体。被尸块收集击中的敌人会暂时被施展尸毒Debuff，被施展尸毒Debuff的敌人受到召唤兽的伤害会增加。{nl}尸毒Debuff效果只会套用在自己的召唤兽上。	대상에게 사악한 에너지를 발사 합니다. 사악한 기운에 잠식된 몬스터를 처치하면 처치한 몬스터의 사체 파편을 수집할 수 있습니다. 게더 콥스에 맞은 적은 잠시 동안 시독 디버프에 걸리고, 시독 디버프에 걸린 적은 소환수에게 받는 피해가 증가합니다.{nl}시독 디버프 효과는 자신의 소환수만 적용받습니다.	SKILL_20190402_009523	朝对象发射邪恶的能量，如果消灭被邪恶气息吞噬的怪物，可以收集被消灭怪物的尸体。	대상에게 사악한 에너지를 발사 합니다. 사악한 기운에 잠식된 몬스터를 처치하면 처치한 몬스터의 사체 파편을 수집할 수 있습니다.	
SKILL_20200128_012422	技能係数 #{SkillFactor}#%{nl}尸块收集持续时间 #{CaptionRatio2}#秒{nl}尸毒持续时间 #{CaptionTime}#秒{nl}被施展尸毒的敌人受到召唤兽的伤害增加 #{CaptionRatio}#%{nl}广域攻击比率 #{SkillSR}#	스킬 계수 #{SkillFactor}#%{nl}게더 콥스 지속시간 #{CaptionRatio2}#초{nl}시독 지속시간 #{CaptionTime}#초{nl}시독 걸린 적은 소환수에게 받는 피해 #{CaptionRatio}#% 증가{nl}광역 공격 비율 #{SkillSR}#	SKILL_20190110_007508	技能係数 #{SkillFactor}#%{nl}持续时间 #{CaptionRatio2}#秒{nl}广域攻击比率 #{SkillSR}#	스킬 계수 #{SkillFactor}#%{nl}지속시간 #{CaptionRatio2}#초{nl}광역 공격 비율 #{SkillSR}#	
