ITEM_20180327_000001	无 helmet	없음_helmet	
ITEM_20190513_018642	[Episode11] 堤尔利双手剑(30天)	[Episode11] 틸리 투 핸드 소드 (30일)	ITEM_20190110_017023	[Re:Build] 堤尔利双手剑(30天)	[Re:Build] 틸리 투 핸드 소드 (30일)	
ITEM_20190513_018643	[Episode11] 黛梅雷权杖(30天)	[Episode11] 테메레 (30일)	ITEM_20190110_017024	[Re:Build] 黛梅雷权杖(30天)	[Re:Build] 테메레 (30일)	
ITEM_20190513_018644	[Episode11] 向日葵法杖(30天)	[Episode11] 선플라워 (30일)	ITEM_20190110_017025	[Re:Build] 向日葵法杖(30天)	[Re:Build] 선플라워 (30일)	
ITEM_20190513_018645	[Episode11] 狂野汎弓(30天)	[Episode11] 와이들링 베인 (30일)	ITEM_20190110_017026	[Re:Build] 狂野汎弓(30天)	[Re:Build] 와이들링 베인 (30일)	
ITEM_20190513_018646	[Episode11] 赛伊摩斯十字弓(30天)	[Episode11] 세이모스 크로스보우 (30일)	ITEM_20190110_017027	[Re:Build] 赛伊摩斯十字弓(30天)	[Re:Build] 세이모스 크로스보우 (30일)	
ITEM_20190513_018647	[Episode11] 赛伊摩斯钝器(30天)	[Episode11] 세이모스 메이스 (30일)	ITEM_20190110_017028	[Re:Build] 赛伊摩斯钝器(30天)	[Re:Build] 세이모스 메이스 (30일)	
ITEM_20190513_018648	[Episode11] 赛伊摩斯矛枪(30天)	[Episode11] 세이모스 스피어 (30일)	ITEM_20190110_017029	[Re:Build] 赛伊摩斯矛枪(30天)	[Re:Build] 세이모스 스피어 (30일)	
ITEM_20190513_018649	[Episode11] 赛伊摩斯长枪(30天)	[Episode11] 세이모스 파이크 (30일)	ITEM_20190110_017030	[Re:Build] 赛伊摩斯长枪(30天)	[Re:Build] 세이모스 파이크 (30일)	
ITEM_20190513_018650	[Episode11] 狩猎盔甲(30天)	[Episode11] 헌팅 아머 (30일)	ITEM_20190110_017031	[Re:Build] 狩猎盔甲(30天)	[Re:Build] 헌팅 아머 (30일)	
ITEM_20190513_018651	[Episode11] 狩猎短裤(30天)	[Episode11] 헌팅 팬츠 (30일)	ITEM_20190110_017032	[Re:Build] 狩猎短裤(30天)	[Re:Build] 헌팅 팬츠 (30일)	
ITEM_20190513_018652	[Episode11] 烈焰(30天)	[Episode11] 플레임 (30일)	ITEM_20190110_017033	[Re:Build] 烈焰(30天)	[Re:Build] 플레임 (30일)	
ITEM_20190513_018653	[Episode11] 天堂地狱剑(30天)	[Episode11] 헬 엔드 헤븐 (30일)	ITEM_20190110_017034	[Re:Build] 天堂地狱剑(30天)	[Re:Build] 헬 엔드 헤븐 (30일)	
ITEM_20190513_018654	[Episode11] 卡斯堤权杖(30天)	[Episode11] 카스티 로드 (30일)	ITEM_20190110_017035	[Re:Build] 卡斯堤权杖(30天)	[Re:Build] 카스티 로드 (30일)	
ITEM_20190513_018655	[Episode11] 玛雷杜姆法杖(30天)	[Episode11] 말레둠 (30일)	ITEM_20190110_017036	[Re:Build] 玛雷杜姆法杖(30天)	[Re:Build] 말레둠 (30일)	
ITEM_20190513_018656	[Episode11] 卡斯堤弓(30天)	[Episode11] 카스티 보우 (30일)	ITEM_20190110_017037	[Re:Build] 卡斯堤弓(30天)	[Re:Build] 카스티 보우 (30일)	
ITEM_20190513_018657	[Episode11] 卡拉恰十字弓(30天)	[Episode11] 카라챠 크로스보우 (30일)	ITEM_20190110_017038	[Re:Build] 卡拉恰十字弓(30天)	[Re:Build] 카라챠 크로스보우 (30일)	
ITEM_20190513_018658	[Episode11] 德雷克尾翼棒(30天)	[Episode11] 드레이크 테일 (30일)	ITEM_20190110_017039	[Re:Build] 德雷克尾翼棒(30天)	[Re:Build] 드레이크 테일 (30일)	
ITEM_20190513_018659	[Episode11] 卡斯堤矛枪(30天)	[Episode11] 카스티 스피어 (30일)	ITEM_20190110_017040	[Re:Build] 卡斯堤矛枪(30天)	[Re:Build] 카스티 스피어 (30일)	
ITEM_20190513_018660	[Episode11] 玛加斯长枪(30天)	[Episode11] 마가스 파이크 (30일)	ITEM_20190110_017041	[Re:Build] 玛加斯长枪(30天)	[Re:Build] 마가스 파이크 (30일)	
ITEM_20190513_018661	[Episode11] 决斗者(30天)	[Episode11] 듀얼리스트 (30일)	ITEM_20190110_017042	[Re:Build] 决斗者(30天)	[Re:Build] 듀얼리스트 (30일)	
ITEM_20190513_018662	[Episode11] 老将上衣(30天)	[Episode11] 베테랑 튜닉 (30일)	ITEM_20190110_017043	[Re:Build] 老将上衣(30天)	[Re:Build] 베테랑 튜닉 (30일)	
ITEM_20190513_018663	[Episode11] 老将短裤(30天)	[Episode11] 베테랑 팬츠 (30일)	ITEM_20190110_017044	[Re:Build] 老将短裤(30天)	[Re:Build] 베테랑 팬츠 (30일)	
ITEM_20190513_018664	[Episode11] 班夏拉剑(30天)	[Episode11] 펜사라 소드 (30일)	ITEM_20190110_017045	[Re:Build] 班夏拉剑(30天)	[Re:Build] 펜사라 소드 (30일)	
ITEM_20190513_018665	[Episode11] 班夏拉双手剑(30天)	[Episode11] 펜사라 투 핸드 소드 (30일)	ITEM_20190110_017046	[Re:Build] 班夏拉双手剑(30天)	[Re:Build] 펜사라 투 핸드 소드 (30일)	
ITEM_20190513_018666	[Episode11] 班夏拉权杖(30天)	[Episode11] 펜사라 로드 (30일)	ITEM_20190110_017047	[Re:Build] 班夏拉权杖(30天)	[Re:Build] 펜사라 로드 (30일)	
ITEM_20190513_018667	[Episode11] 力量法杖(30天)	[Episode11] 파워 스태프 (30일)	ITEM_20190110_017048	[Re:Build] 力量法杖(30天)	[Re:Build] 파워 스태프 (30일)	
ITEM_20190513_018668	[Episode11] 马克弓(30天)	[Episode11] 마크맨 (30일)	ITEM_20190110_017049	[Re:Build] 马克弓(30天)	[Re:Build] 마크맨 (30일)	
ITEM_20190513_018669	[Episode11] 迪德尔格兰德十字弓(30天)	[Episode11] 디델 그랜드 크로스 (30일)	ITEM_20190110_017050	[Re:Build] 迪德尔格兰德十字弓(30天)	[Re:Build] 디델 그랜드 크로스 (30일)	
ITEM_20190513_018670	[Episode11] 班夏拉钝器(30天)	[Episode11] 펜사라 메이스 (30일)	ITEM_20190110_017051	[Re:Build] 班夏拉钝器(30天)	[Re:Build] 펜사라 메이스 (30일)	
ITEM_20190513_018671	[Episode11] 班夏拉矛枪(30天)	[Episode11] 펜사라 스피어 (30일)	ITEM_20190110_017052	[Re:Build] 班夏拉矛枪(30天)	[Re:Build] 펜사라 스피어 (30일)	
ITEM_20190513_018672	[Episode11] 班夏拉长枪(30天)	[Episode11] 펜사라 파이크 (30일)	ITEM_20190110_017053	[Re:Build] 班夏拉长枪(30天)	[Re:Build] 펜사라 파이크 (30일)	
ITEM_20190513_018673	[Episode11] 斯帕达轻剑(30天)	[Episode11] 스파다 (30일)	ITEM_20190110_017054	[Re:Build] 斯帕达轻剑(30天)	[Re:Build] 스파다 (30일)	
ITEM_20190513_018674	[Episode11] 终结者(30天)	[Episode11] 피니셔 (30일)	ITEM_20190110_017055	[Re:Build] 终结者(30天)	[Re:Build] 피니셔 (30일)	
ITEM_20190513_018675	[Episode11] 强盗盔甲(30天)	[Episode11] 밴딧 아머 (30일)	ITEM_20190110_017056	[Re:Build] 强盗盔甲(30天)	[Re:Build] 밴딧 아머 (30일)	
ITEM_20190513_018676	[Episode11] 强盗短裤(30天)	[Episode11] 밴딧 팬츠 (30일)	ITEM_20190110_017057	[Re:Build] 强盗短裤(30天)	[Re:Build] 밴딧 팬츠 (30일)	
ITEM_20190513_018677	[Episode11] 普利摩斯米坎堤之剑(30天)	[Episode11] 프리머스 미간티스 소드 (30일)	ITEM_20190110_017058	[Re:Build] 普利摩斯米坎堤之剑(30天)	[Re:Build] 프리머스 미간티스 소드 (30일)	
ITEM_20190513_018678	[Episode11] 普利摩斯米坎堤双手剑(30天)	[Episode11] 프리머스 미간티스 투 핸드 소드 (30일)	ITEM_20190110_017059	[Re:Build] 普利摩斯米坎堤双手剑(30天)	[Re:Build] 프리머스 미간티스 투 핸드 소드 (30일)	
ITEM_20190513_018679	[Episode11] 普利摩斯米坎堤权杖(30天)	[Episode11] 프리머스 미간티스 로드 (30일)	ITEM_20190110_017060	[Re:Build] 普利摩斯米坎堤权杖(30天)	[Re:Build] 프리머스 미간티스 로드 (30일)	
ITEM_20190513_018680	[Episode11] 普利摩斯米坎堤弓(30天)	[Episode11] 프리머스 미간티스 보우 (30일)	ITEM_20190110_017061	[Re:Build] 普利摩斯米坎堤弓(30天)	[Re:Build] 프리머스 미간티스 보우 (30일)	
ITEM_20190513_018681	[Episode11] 普利摩斯米坎堤十字弓(30天)	[Episode11] 프리머스 미간티스 크로스보우 (30일)	ITEM_20190110_017062	[Re:Build] 普利摩斯米坎堤十字弓(30天)	[Re:Build] 프리머스 미간티스 크로스보우 (30일)	
ITEM_20190513_018682	[Episode11] 普利摩斯米坎堤钝器(30天)	[Episode11] 프리머스 미간티스 메이스 (30일)	ITEM_20190110_017063	[Re:Build] 普利摩斯米坎堤钝器(30天)	[Re:Build] 프리머스 미간티스 메이스 (30일)	
ITEM_20190513_018683	[Episode11] 普利摩斯米坎堤双手钝器(30天)	[Episode11] 프리머스 미간티스 투 핸드 메이스 (30일)	ITEM_20190110_017064	[Re:Build] 普利摩斯米坎堤双手钝器(30天)	[Re:Build] 프리머스 미간티스 투 핸드 메이스 (30일)	
ITEM_20190513_018684	[Episode11] 普利摩斯米坎堤矛枪(30天)	[Episode11] 프리머스 미간티스 스피어 (30일)	ITEM_20190110_017065	[Re:Build] 普利摩斯米坎堤矛枪(30天)	[Re:Build] 프리머스 미간티스 스피어 (30일)	
ITEM_20190513_018685	[Episode11] 普利摩斯米坎堤长枪(30天)	[Episode11] 프리머스 미간티스 파이크 (30일)	ITEM_20190110_017066	[Re:Build] 普利摩斯米坎堤长枪(30天)	[Re:Build] 프리머스 미간티스 파이크 (30일)	
ITEM_20190513_018686	[Episode11] 普利摩斯米坎堤法杖(30天)	[Episode11] 프리머스 미간티스 스태프 (30일)	ITEM_20190110_017067	[Re:Build] 普利摩斯米坎堤法杖(30天)	[Re:Build] 프리머스 미간티스 스태프 (30일)	
ITEM_20190513_018687	[Episode11] 普利摩斯米坎堤手枪(30天)	[Episode11] 프리머스 미간티스 피스톨 (30일)	ITEM_20190110_017068	[Re:Build] 普利摩斯米坎堤手枪(30天)	[Re:Build] 프리머스 미간티스 피스톨 (30일)	
ITEM_20190513_018688	[Episode11] 普利摩斯米坎堤细剑(30天)	[Episode11] 프리머스 미간티스 레이피어 (30일)	ITEM_20190110_017069	[Re:Build] 普利摩斯米坎堤细剑(30天)	[Re:Build] 프리머스 미간티스 레이피어 (30일)	
ITEM_20190513_018689	[Episode11] 普利摩斯米坎堤重砲(30天)	[Episode11] 프리머스 미간티스 캐논 (30일)	ITEM_20190110_017070	[Re:Build] 普利摩斯米坎堤重砲(30天)	[Re:Build] 프리머스 미간티스 캐논 (30일)	
ITEM_20190513_018690	[Episode11] 普利摩斯米坎堤火枪(30天)	[Episode11] 프리머스 미간티스 머스킷 (30일)	ITEM_20190110_017071	[Re:Build] 普利摩斯米坎堤火枪(30天)	[Re:Build] 프리머스 미간티스 머스킷 (30일)	
ITEM_20190513_018691	[Episode11] 普利摩斯阿比努萨皮革盔甲(30天)	[Episode11] 프리머스 알비노사스 레더 아머 (30일)	ITEM_20190110_017072	[Re:Build] 普利摩斯阿比努萨皮革盔甲(30天)	[Re:Build] 프리머스 알비노사스 레더 아머 (30일)	
ITEM_20190513_018692	[Episode11] 普利摩斯阿比努萨皮革短裤(30天)	[Episode11] 프리머스 알비노사스 레더 팬츠 (30일)	ITEM_20190110_017073	[Re:Build] 普利摩斯阿比努萨皮革短裤(30天)	[Re:Build] 프리머스 알비노사스 레더 팬츠 (30일)	
ITEM_20190513_018693	[Episode11] 普利摩斯芙迪迈丝之剑(30天)	[Episode11] 프리머스 페버디마스 소드 (30일)	ITEM_20190110_017074	[Re:Build] 普利摩斯芙迪迈丝之剑(30天)	[Re:Build] 프리머스 페버디마스 소드 (30일)	
ITEM_20190513_018694	[Episode11] 普利摩斯芙迪迈丝双手剑(30天)	[Episode11] 프리머스 페버디마스 투 핸드 소드 (30일)	ITEM_20190110_017075	[Re:Build] 普利摩斯芙迪迈丝双手剑(30天)	[Re:Build] 프리머스 페버디마스 투 핸드 소드 (30일)	
ITEM_20190513_018695	[Episode11] 普利摩斯芙迪迈丝权杖(30天)	[Episode11] 프리머스 페버디마스 로드 (30일)	ITEM_20190110_017076	[Re:Build] 普利摩斯芙迪迈丝权杖(30天)	[Re:Build] 프리머스 페버디마스 로드 (30일)	
ITEM_20190513_018696	[Episode11] 普利摩斯芙迪迈丝弓(30天)	[Episode11] 프리머스 페버디마스 보우 (30일)	ITEM_20190110_017077	[Re:Build] 普利摩斯芙迪迈丝弓(30天)	[Re:Build] 프리머스 페버디마스 보우 (30일)	
ITEM_20190513_018697	[Episode11] 普利摩斯芙迪迈丝十字弓(30天)	[Episode11] 프리머스 페버디마스 크로스보우 (30일)	ITEM_20190110_017078	[Re:Build] 普利摩斯芙迪迈丝十字弓(30天)	[Re:Build] 프리머스 페버디마스 크로스보우 (30일)	
ITEM_20190513_018698	[Episode11] 普利摩斯芙迪迈丝钝器(30天)	[Episode11] 프리머스 페버디마스 메이스 (30일)	ITEM_20190110_017079	[Re:Build] 普利摩斯芙迪迈丝钝器(30天)	[Re:Build] 프리머스 페버디마스 메이스 (30일)	
ITEM_20190513_018699	[Episode11] 普利摩斯芙迪迈丝双手钝器(30天)	[Episode11] 프리머스 페버디마스 투 핸드 메이스 (30일)	ITEM_20190110_017080	[Re:Build] 普利摩斯芙迪迈丝双手钝器(30天)	[Re:Build] 프리머스 페버디마스 투 핸드 메이스 (30일)	
ITEM_20190513_018700	[Episode11] 普利摩斯芙迪迈丝矛枪(30天)	[Episode11] 프리머스 페버디마스 스피어 (30일)	ITEM_20190110_017081	[Re:Build] 普利摩斯芙迪迈丝矛枪(30天)	[Re:Build] 프리머스 페버디마스 스피어 (30일)	
ITEM_20190513_018701	[Episode11] 普利摩斯芙迪迈丝长枪(30天)	[Episode11] 프리머스 페버디마스 파이크 (30일)	ITEM_20190110_017082	[Re:Build] 普利摩斯芙迪迈丝长枪(30天)	[Re:Build] 프리머스 페버디마스 파이크 (30일)	
ITEM_20190513_018702	[Episode11] 普利摩斯芙迪迈丝法杖(30天)	[Episode11] 프리머스 페버디마스 스태프 (30일)	ITEM_20190110_017083	[Re:Build] 普利摩斯芙迪迈丝法杖(30天)	[Re:Build] 프리머스 페버디마스 스태프 (30일)	
ITEM_20190513_018703	[Episode11] 普利摩斯芙迪迈丝手枪(30天)	[Episode11] 프리머스 페버디마스 피스톨 (30일)	ITEM_20190110_017084	[Re:Build] 普利摩斯芙迪迈丝手枪(30天)	[Re:Build] 프리머스 페버디마스 피스톨 (30일)	
ITEM_20190513_018704	[Episode11] 普利摩斯芙迪迈丝细剑(30天)	[Episode11] 프리머스 페버디마스 레이피어 (30일)	ITEM_20190110_017085	[Re:Build] 普利摩斯芙迪迈丝细剑(30天)	[Re:Build] 프리머스 페버디마스 레이피어 (30일)	
ITEM_20190513_018705	[Episode11] 普利摩斯芙迪迈丝重砲(30天)	[Episode11] 프리머스 페버디마스 캐논 (30일)	ITEM_20190110_017086	[Re:Build] 普利摩斯芙迪迈丝重砲(30天)	[Re:Build] 프리머스 페버디마스 캐논 (30일)	
ITEM_20190513_018706	[Episode11] 普利摩斯芙迪迈丝火枪(30天)	[Episode11] 프리머스 페버디마스 머스킷 (30일)	ITEM_20190110_017087	[Re:Build] 普利摩斯芙迪迈丝火枪(30天)	[Re:Build] 프리머스 페버디마스 머스킷 (30일)	
ITEM_20190513_018707	[Episode11] 普利摩斯喀尔烈皮革盔甲(30天)	[Episode11] 프리머스 카울라스 레더 아머 (30일)	ITEM_20190110_017088	[Re:Build] 普利摩斯喀尔烈皮革盔甲(30天)	[Re:Build] 프리머스 카울라스 레더 아머 (30일)	
ITEM_20190513_018708	[Episode11] 普利摩斯喀尔烈皮革短裤(30天)	[Episode11] 프리머스 카울라스 레더 팬츠 (30일)	ITEM_20190110_017089	[Re:Build] 普利摩斯喀尔烈皮革短裤(30天)	[Re:Build] 프리머스 카울라스 레더 팬츠 (30일)	
ITEM_20190513_018709	[Episode11] 普利摩斯拉帕伊之剑(30天)	[Episode11] 프리머스 라파이 소드 (30일)	ITEM_20190110_017090	[Re:Build] 普利摩斯拉帕伊之剑(30天)	[Re:Build] 프리머스 라파이 소드 (30일)	
ITEM_20190513_018710	[Episode11] 普利摩斯拉帕伊双手剑(30天)	[Episode11] 프리머스 라파이 투 핸드 소드 (30일)	ITEM_20190110_017091	[Re:Build] 普利摩斯拉帕伊双手剑(30天)	[Re:Build] 프리머스 라파이 투 핸드 소드 (30일)	
ITEM_20190513_018711	[Episode11] 普利摩斯拉帕伊权杖(30天)	[Episode11] 프리머스 라파이 로드 (30일)	ITEM_20190110_017092	[Re:Build] 普利摩斯拉帕伊权杖(30天)	[Re:Build] 프리머스 라파이 로드 (30일)	
ITEM_20190513_018712	[Episode11] 普利摩斯拉帕伊弓(30天)	[Episode11] 프리머스 라파이 보우 (30일)	ITEM_20190110_017093	[Re:Build] 普利摩斯拉帕伊弓(30天)	[Re:Build] 프리머스 라파이 보우 (30일)	
ITEM_20190513_018713	[Episode11] 普利摩斯拉帕伊十字弓(30天)	[Episode11] 프리머스 라파이 크로스보우 (30일)	ITEM_20190110_017094	[Re:Build] 普利摩斯拉帕伊十字弓(30天)	[Re:Build] 프리머스 라파이 크로스보우 (30일)	
ITEM_20190513_018714	[Episode11] 普利摩斯拉帕伊钝器(30天)	[Episode11] 프리머스 라파이 메이스 (30일)	ITEM_20190110_017095	[Re:Build] 普利摩斯拉帕伊钝器(30天)	[Re:Build] 프리머스 라파이 메이스 (30일)	
ITEM_20190513_018715	[Episode11] 普利摩斯拉帕伊双手钝器(30天)	[Episode11] 프리머스 라파이 투 핸드 메이스 (30일)	ITEM_20190110_017096	[Re:Build] 普利摩斯拉帕伊双手钝器(30天)	[Re:Build] 프리머스 라파이 투 핸드 메이스 (30일)	
ITEM_20190513_018716	[Episode11] 普利摩斯拉帕伊之盾(30天)	[Episode11] 프리머스 라파이 실드 (30일)	ITEM_20190110_017097	[Re:Build] 普利摩斯拉帕伊之盾(30天)	[Re:Build] 프리머스 라파이 실드 (30일)	
ITEM_20190513_018717	[Episode11] 普利摩斯拉帕伊矛枪(30天)	[Episode11] 프리머스 라파이 스피어 (30일)	ITEM_20190110_017098	[Re:Build] 普利摩斯拉帕伊矛枪(30天)	[Re:Build] 프리머스 라파이 스피어 (30일)	
ITEM_20190513_018718	[Episode11] 普利摩斯拉帕伊长枪(30天)	[Episode11] 프리머스 라파이 파이크 (30일)	ITEM_20190110_017099	[Re:Build] 普利摩斯拉帕伊长枪(30天)	[Re:Build] 프리머스 라파이 파이크 (30일)	
ITEM_20190513_018719	[Episode11] 普利摩斯拉帕伊匕首(30天)	[Episode11] 프리머스 라파이 대거 (30일)	ITEM_20190110_017100	[Re:Build] 普利摩斯拉帕伊匕首(30天)	[Re:Build] 프리머스 라파이 대거 (30일)	
ITEM_20190513_018720	[Episode11] 普利摩斯拉帕伊法杖(30天)	[Episode11] 프리머스 라파이 스태프 (30일)	ITEM_20190110_017101	[Re:Build] 普利摩斯拉帕伊法杖(30天)	[Re:Build] 프리머스 라파이 스태프 (30일)	
