ITEM_20180327_000001	Empty_helmet	없음_helmet	
ITEM_20191107_021634	Adds 51 Attack when using basic attack. Can be used after assigning it to a quick slot.	일반 공격 시 +51 공격력을 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	ITEM_20180327_006670	Adds 51 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +51 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20191107_021635	Adds 54 Attack when using basic attack. Can be used after assigning it to a quick slot.	일반 공격 시 +54 공격력을 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	ITEM_20180327_006672	Adds 54 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +54 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20191107_021636	Adds 57 Attack when using basic attack. Can be used after assigning it to a quick slot.	일반 공격 시 +57 공격력을 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	ITEM_20180327_006674	Adds 57 Attack to your weapon. {nl}Can be used after assigning it to a quick slot.	무기에 +57 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.	
ITEM_20191107_021637	[Card Equip Effect] [{img star_mark 20 20}]% chance of using Pain Barrier upon being hit (Duration: 15 seconds)	[슬롯 장착 효과] 피격 시 [★]% 확률로 페인배리어 사용 (지속시간 15초)	ITEM_20180327_007451	[Card Equip Effect] [{img star_mark 20 20}]% chance of using Lv1 Pain Barrier upon being hit	[슬롯 장착 효과] 피격 시 [★]% 확률로 페인배리어 1레벨 사용	
ITEM_20191107_021638	TOS Ranger City Popup Book	TOS 스쿼드 시티 팝업북	
ITEM_20191107_021639	Title - Pizza Time	칭호 - 피자 배달 서비스	
ITEM_20191107_021640	A title given to Saviors who have made the world a better place by delivering Pizza. Right-click to use.	피자를 기부한 캐릭터에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.	
ITEM_20191107_021641	Learn the art [Teleportation: Return] upon use.{nl} - Learn Condition: Wizard Class Level 15{nl} - Cost to Learn or Level Up: 36000 Attribute Points{nl} - Art Description{nl}* Using [Teleportation] a second time within 2 seconds returns you to the position you were at before using [Teleportation].{nl}* Is not affected by the attribute [Psychokino: Teleportation].	사용 시 [텔레포테이션: 리턴] 아츠를 획득할 수 있습니다.{nl} - 습득 조건 : 위저드 클래스 15 레벨 달성{nl} - 습득 또는 레벨업 특성 비용 : 36000 포인트{nl} - 아츠 설명{nl}* 텔레포테이션 사용 후 2초 이내에 다시 사용하게 되면, 텔레포테이션을 하기 전에 있던 위치로 이동함{nl} * [사이코키노: 텔레포테이션] 특성의 효과는 적용되지 않음	
ITEM_20191107_021642	Learn the art [Joint Penalty: Chain Heart] upon use.{nl} - Learn Condition: Linker Class Level 45{nl} - Cost to Learn or Level Up: 36000 Attribute Points{nl} - Art Description{nl}* The number of targets for [Joint Penalty] is changed to 1, and that target receives 100% increased damage from the caster.{nl}* When you attack an enemy inflicted with [Joint Penalty], there is a 50% chance for the caster to recover HP equal to 1.5% of the damage dealt.{nl}* Duration: 20 seconds{nl}* Increases the cooldown by 40 seconds.	사용 시 [조인트 페널티: 체인 하트] 아츠를 획득할 수 있습니다.{nl} - 습득 조건 : 링커 클래스 45 레벨 달성{nl} - 습득 또는 레벨업 특성 비용 : 36000 포인트{nl} - 아츠 설명{nl}* [조인트 페널티] 스킬의 대상 수가 1로 변경되고, 대상이 시전자에게 받는 피해가 100% 증가합니다.{nl}* [조인트 페널티]가 걸린 적을 공격했을 때, 50% 확률로 가한 피해량의 1.5% 만큼 시전자의 HP가 회복됩니다.{nl}* 지속시간 20초{nl}* 재사용 대기시간 40초 증가	
ITEM_20191111_021643	Level Up Chest	레벨업 상자	ITEM_20180327_011133	Rank 6 Level Up Chest	6랭크 레벨업 상자	
ITEM_20191111_021644	Tini Latte Art	티니 라떼 아트	
ITEM_20191111_021645	Tini Latte Art.{nl}Use to change your appearance.	장인의 정신으로 그려낸 티니 라떼 아트입니다.{nl}착용하면 외형이 변경 됩니다.	
ITEM_20191111_021646	Reissue Cafe T-shirt (Male)	리슈 카페 티셔츠(남)	
ITEM_20191111_021647	A Reissue Cafe costume in celebration of the collaboration. Your appearance will change if you equip this.	리슈 카페 콜라보 기념으로 지급드리는 의상입니다. 착용하면 외형이 변경됩니다.	
ITEM_20191111_021648	Reissue Cafe T-shirt (Female)	리슈 카페 티셔츠(여)	
ITEM_20191111_021649	Reissue Cafe T-shirt Selection Box	리슈 카페 티셔츠 선택 상자	
ITEM_20191111_021650	Contains a Reissue Cafe T-shirt costume. Right-click to use.	리슈 카폐 콜라보 이벤트 아이템입니다. 리슈 카폐 티셔츠 코스튬이 들어있는 상자입니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.	
ITEM_20200128_021651	Pyrmas Tantalizer Helmet Costume	피르마스 탄타이저 헬멧 코스튬	
ITEM_20200128_021652	Helmet that lets you disguise yourself as Tantalizer.	탄타이저로 위장할 수 있는 헬멧입니다.	
ITEM_20200128_021653	Pyrmas Moringponia Helmet Costume	피르마스 모링포니아 헬멧 코스튬	
ITEM_20200128_021654	Helmet that lets you disguise yourself as Moringponia.	모링포니아로 위장할 수 있는 헬멧입니다.	
ITEM_20200128_021655	Antras Tantalizer Helmet Costume	안트라스 탄타이저 헬멧 코스튬	
ITEM_20200128_021656	Antras Moringponia Helmet Costume	안트라스 모링포니아 헬멧 코스튬	
ITEM_20200128_021657	Conqueror Aukso Helmet Costume	컨쿼러 아우크소 헬멧 코스튬	
ITEM_20200128_021658	Helmet costume awarded to players that came in 1st Place in the weekly TBL ranking.	팀 배틀리그 주간 랭킹 1등 보상으로 주어지는 헬멧 코스튬입니다.	
ITEM_20200128_021659	Contender Sidabrine Helmet Costume	컨텐더 시다브린 헬멧 코스튬	
ITEM_20200128_021660	Helmet costume awarded to players that came in 2nd Place in the weekly TBL ranking.	팀 배틀리그 주간 랭킹 2등 보상으로 주어지는 헬멧 코스튬입니다.	
ITEM_20200128_021661	Competitor Valis Helmet Costume	컴페티터 바리스 헬멧 코스튬	
ITEM_20200128_021662	Helmet costume awarded to players that came in 3rd Place in the weekly TBL ranking.	팀 배틀리그 주간 랭킹 3등 보상으로 주어지는 헬멧 코스튬입니다.	
ITEM_20200128_021663	Rudolf Armband	루돌프 암밴드	
ITEM_20200128_021664	Armband with a Rudolf the Reindeer decoration.	크리스마스에 어울릴만한 루돌프 얼굴의 암밴드입니다.	
ITEM_20200128_021665	Two-block Ponytail	투블럭 포니테일	
ITEM_20200128_021666	Side Swept	사이드 스윕트	
ITEM_20200128_021667	Volume Wave	볼륨 웨이브	
ITEM_20200128_021668	Twintail Chignon	트윈테일 시뇽	
ITEM_20200128_021669	French Bob	프렌치 보브	
ITEM_20200128_021670	Braid Long	브레이드 롱	
ITEM_20200128_021671	Scarlet Lens	스칼렛 렌즈	
ITEM_20200128_021672	Emerald Lens	에메랄드 렌즈	
ITEM_20200128_021673	Rangda Mask	랑다 가면	
ITEM_20200128_021674	Helmet (Rangda Only)	헬멧[랑다 전용]	
ITEM_20200128_021675	Mask worn by the Rangda in order to communicate with demons.{nl}Cannot be colored using dyes.	랑다들이 마족과 교류하기 위해 만든 가면입니다.{nl}염색약의 색상이 적용되지 않습니다.	
ITEM_20200128_021676	Rangda Kegelapan Mask	랑다 케겔라판 가면	
ITEM_20200128_021677	Mask created in order to communicate with demons and to scare the enemies in the field of battle.{nl}Cannot be colored using dyes.	마족과 교류를 목적으로 만들어진 가면이지만 유사시 전투에서 위협적인 모습을 과시할 수도 있습니다.{nl}염색약의 색상이 적용되지 않습니다.	
ITEM_20200128_021678	Sparking Tree Head Costume	빛나는 트리 헤드 코스튬	
ITEM_20200128_021679	Putting this on would make everyone want to come and decorate you.{nl}Can be exchanged for medals at the Exchange Shop.	이 트리 장식을 머리에 쓴다면 귀여운 아이들이 몰려와 예쁜 장식들로 꾸며줄 겁니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20200128_021680	Berthas Dysnai Sword	베르타스 디스나이 소드	
ITEM_20200128_021681	The design of the this sword is based on one of the weapons created during King Kadumel's reign by His Majesty's request.	과거 카듀멜 국왕 시절에는 많은 수의 무기가 필요했고, 대륙의 수많은 대장장이가 왕국의 의뢰로 무기를 만들었습니다. 이 소드는 그중 한 마을에서 제작된 검을 토대로 만들어졌습니다.	
ITEM_20200128_021682	 - Increases one-handed Sword skill attacks by 10% (only applies to Swordsman Tree skills)	 - 한손검 스킬(소드맨 계열 스킬 한정) 공격시 최종 대미지 증가 10%	ITEM_20190715_019171	 - Final attack damage +10% when using one-handed sword skills	 - 한손검 스킬 공격시 최종 대미지 증가 10%	
ITEM_20200128_021683	Primus Dysnai Sword	프리머스 디스나이 소드	
ITEM_20200128_021684	Vaivora Sword	바이보라 소드	
ITEM_20200128_021685	 - Applies 30% chance 	 - 공격시 30% 확률로 	
ITEM_20200128_021686	Additional Damage	추가 대미지	
ITEM_20200128_021687	 Additional Stats: +50%	 능력치 50% 추가 적용	
ITEM_20200128_021688	The weapon was designed by a committed member of the Order of Wings of Vaivora in order to pay respect to Goddess Vaivora. The talented member had passed everything he had known about weapons to a blacksmith who realized the blueprint into a masterpiece.	바이보라 여신에 대한 자신의 깊은 신앙심을 표현하고자 했던 한 바이보라 날개 교단원의 생각으로 탄생했습니다. 당시 무기 제작에 대한 정보를 대량으로 가지고 있던 교단원은 한 대장장이에게 그 모든 것을 넘겼습니다. 그렇게 탄생한 바이보라 무기는 외형과 성능이 뛰어난 작품입니다.	
ITEM_20200128_021689	Berthas Dysnai Two-handed Sword	베르타스 디스나이 투 핸드 소드	
ITEM_20200128_021690	Some soldiers of the kingdom had been aware of this outstanding weapon. It is reported that the weapon is made in a small village near a lake.	이 무기를 사용하던 당시, 왕국의 병사들 사이에서는 유독 품질 좋은 장비가 몇몇 눈에 띄었습니다. 당시 떠돌았던 소문에 의하면 그 무기들은 호수 근처의 작은 마을에서 생산되었다고 전해집니다.	
ITEM_20200128_021691	Primus Dysnai Two-handed Sword	프리머스 디스나이 투 핸드 소드	
ITEM_20200128_021692	Vaivora Two-handed Sword	바이보라 투 핸드 소드	
ITEM_20200128_021693	 - Blossom Slash skill level {img green_up_arrow 16 16} 2{nl} - Blossom Slash cooldown reduced by 10 sec{nl} {nl}Florescence{nl} - Consecutively damages up to 4 enemies around the player when using Blossom Slash	 - 매화 베기 스킬 레벨 {img green_up_arrow 16 16} 2{nl}  - 매화 베기 재사용 대기시간 10초 감소{nl} {nl}화산검법{nl} - 매화 베기가 한 대상이 아닌 주변 최대 4명의 대상에게 순차적으로 대미지를 입힘	
ITEM_20200128_021694	Wings of Vaivora had decided to be more careful about Vaivora weapons after witnessing the damage to the economy caused by the weapon. 	바이보라 날개 교단원이 바이보라 무기 제작에 많은 관여를 했고, 바이보라 무기가 경제에 끼친 악영향을 겪은 이후 바이보라 날개는 정보를 조금 더 신중하게 관리할 필요가 있다고 생각했습니다. 바이보라 날개는 이후 바이보라 무기의 출처에 관해서는 이야기를 함구하고 있습니다. 	
ITEM_20200128_021695	The floating core of the rod never separates itself from the rod. No physical or magical force can interfere with the power flowing between the core and rod.	스태프의 머리 부분 안쪽에 떠 있는 원형의 장식물은 물리적인 힘이든 마법으로든 이탈하지 않습니다. 스태프를 타고 흐르는 마력과 원형의 장식물이 흐르는 마력은 서로 교차하며 놀라울 정도로 안정적인 흐름을 보이고 있습니다.	
ITEM_20200128_021696	Berthas Dysnai Rod	베르타스 디스나이 로드	
ITEM_20200128_021697	During King Kadumel’s reign, there was a rumor that all weapons with great performance were made in a small village near a lake. This rod turned out to be made in the village actually after all.	카듀멜 국왕 시절 대륙 규모의 무기 제작 납품 이후 왕국에 들여온 무기 중에 성능 좋은 장비들은 모두 한 호수 근처의 작은 마을에서 생산되었다는 소문이 있었습니다. 실제로 다른 곳에서 제작된 무기들도 얼떨결에 그 소문에 섞이기도 했습니다. 이 로드는 이후 밝혀진 사실에 의하면 그런 것 중 하나입니다.	
ITEM_20200128_021698	As the name represents, the rod was exclusively for high-ranking people in the castle. The original heart core had gone missing and now a replica is replacing it instead.	거창한 이름에 걸맞게도 이 로드는 높은 지위를 가졌던 왕국의 인사가 사용했던 지휘봉입니다. 그러나 하트 장식은 현재 그 원본이 유실되었고, 이 로드에 장착된 하트 장식은 모조품입니다.	ITEM_20180327_000796	This equipment will help you in battle.	전투에 도움을 주는 장비입니다.	
ITEM_20200128_021699	Primus Dysnai Rod	프리머스 디스나이 로드	
ITEM_20200128_021700	Vaivora Rod	바이보라 로드	
ITEM_20200128_021701	 - Damage dealt increased by Quick Cast skill level x3% during Quick Cast{nl} - Time Forward skill {img green_up_arrow 16 16}2 	 - 퀵 캐스트 지속 중 퀵 캐스트 스킬 레벨 * 3%만큼 주는 대미지 증가{nl}  - 타임 포워드 적용 스킬{img green_up_arrow 16 16}2 	
ITEM_20200128_021702	Long ago, a royal official suffered humiliation at an important event to which he had taken his rod to flaunt it. People crowded around him to awe at the priceless and fascinating rod. But then, he dropped it the rainbow part shattering, which wouldn’t happen if the rod was genuine. He fled, swearing he’d punish the merchant who sold him the rod.	한때 왕국의 한 고위 인사는 이 로드를 큰 행사에 가지고 갔다가 봉변을 당한 일이 있었습니다. 당시 아름다운 외형으로 굉장한 고가에 거래되던 이 무기는 행사장에서 많은 이목을 끌었습니다. 하지만 땅으로 떨어진 로드의 무지개 부분이 손쉽게 부러지는 일이 있었고, 고위 인사는 사기꾼을 잡겠다며 재빨리 행사장을 달려 나갔습니다.	
ITEM_20200128_021703	The limbs with different colors of this bow once were black. It has not been discovered why one has turned into red.	양 끝의 서로 다른 색을 가진 이 보우는 원래 모두 검은색이었다고 합니다. 한쪽이 붉게 변하게 된 이유에 대해서는 정확히 밝혀진 바가 없습니다.	
ITEM_20200128_021704	Berthas Dysnai Bow	베르타스 디스나이 보우	
ITEM_20200128_021705	When this bow was made and presented to the world, many wished to know more about the creator who crafted it. But when someone finally discovered the workshop, it was after the craftsman and his pupils had lost their lives by a fire, leaving no documents or belongings which could help identify who they were.	이 활이 처음 제작되어 세상에 알려졌을 때 무기를 만든 대장장이를 찾는 사람들이 많았습니다. 하지만 누군가 그 대장장이를 찾아냈을 때는 이미 대장장이와 그 제자들은 모두 화재 사고로 인해 여신의 곁으로 떠나간 이후였습니다. 그들의 이름이나 신분을 알 수 있는 것들도 모두 불타버렸습니다.	
ITEM_20200128_021706	A bow made of elastic materials. It shoots arrows at a higher speed than other regular bows.	유연성이 좋은 소재로 제작된 활입니다. 탄력이 우수해 더 날카롭고 빠른 화살을 쏠 수 있습니다.	ITEM_20180327_000796	This equipment will help you in battle.	전투에 도움을 주는 장비입니다.	
ITEM_20200128_021707	Primus Dysnai Bow	프리머스 디스나이 보우	
ITEM_20200128_021708	Vaivora Bow	바이보라 보우	
ITEM_20200128_021709	 - Barbed Arrow skill level {img green_up_arrow 16 16}3{nl} - Bodkin Point skill level {img green_up_arrow 16 16}3{nl} {nl}Reinforce Bowstring{nl} - Barbed Arrow ignores enemy armor type and hits 5 times	 - 바브드 애로우 스킬 레벨 {img green_up_arrow 16 16}3{nl}  - 보드킨 포인트 스킬 레벨 {img green_up_arrow 16 16}3{nl} {nl}시위 강화{nl} - 바브드 애로우가 상대의 방어구 타입을 무시하고 5연타로 적용	
